,genename,length,group,Cpg_number,log_gene_length,log_CpG,promoter_CpG_number,log_promoter_CpG
1959,Kif3a,"34,590",Group2,483,4.54,2.68,29,1.46
1960,Pip4k2b,"29,549",Group2,530,4.47,2.72,82,1.91
1961,Trim37,"93,608",Group2,767,4.97,2.88,59,1.77
1962,Aatf,"90,669",Group2,723,4.96,2.86,66,1.82
1963,H13,"39,211",Group2,767,4.59,2.88,31,1.49
1964,Rmnd1,"30,475",Group2,381,4.48,2.58,74,1.87
1965,Snx3,"33,353",Group2,412,4.52,2.61,40,1.6
1966,Cep290,"87,284",Group2,712,4.94,2.85,60,1.78
1967,Cfap54,"306,001",Group2,"3,042",5.49,3.48,34,1.53
1968,Rufy2,"36,989",Group2,556,4.57,2.75,36,1.56
1969,Grb10,"108,177",Group2,"1,175",5.03,3.07,23,1.36
1970,Ap3d1,"35,310",Group2,414,4.55,2.62,32,1.51
1971,Wdpcp,"326,756",Group2,"1,828",5.51,3.26,57,1.76
1972,Rufy1,"41,841",Group2,605,4.62,2.78,41,1.61
1973,Ggnbp2,"38,458",Group2,361,4.58,2.56,42,1.62
1974,Nbas,"314,680",Group2,"2,471",5.5,3.39,28,1.45
1975,Smc6,"53,901",Group2,485,4.73,2.69,55,1.74
1976,Trappc12,"59,846",Group2,755,4.78,2.88,59,1.77
1977,Bcap29,"43,693",Group2,406,4.64,2.61,45,1.65
1978,Cdc27,"47,877",Group2,444,4.68,2.65,31,1.49
1979,Helz,"145,898",Group2,"1,860",5.16,3.27,102,2.01
1980,Recql5,"40,884",Group2,523,4.61,2.72,43,1.63
1981,Fbxl20,"67,849",Group2,918,4.83,2.96,33,1.52
1982,Stx8,"240,957",Group2,"2,711",5.38,3.43,41,1.61
1983,Scfd1,"72,593",Group2,658,4.86,2.82,26,1.41
1984,Nemf,"46,645",Group2,365,4.67,2.56,32,1.51
1985,Mia2,"95,786",Group2,"1,003",4.98,3,36,1.56
1986,Spata7,"41,660",Group2,352,4.62,2.55,30,1.48
1987,Ttc8,"62,666",Group2,715,4.8,2.85,37,1.57
1988,Sptlc2,"83,299",Group2,694,4.92,2.84,25,1.4
1989,Adck1,"101,172",Group2,"1,026",5.01,3.01,19,1.28
1990,Six6os1,"59,667",Group2,472,4.78,2.67,57,1.76
1991,Mnat1,"150,273",Group2,"1,021",5.18,3.01,20,1.3
1992,Mpp5,"91,809",Group2,572,4.96,2.76,71,1.85
1993,Trip11,"79,226",Group2,723,4.9,2.86,27,1.43
1994,Gpatch2l,"49,928",Group2,599,4.7,2.78,22,1.34
1995,Exoc2,"160,176",Group2,"1,249",5.2,3.1,26,1.41
1996,Fancc,"212,237",Group2,"1,793",5.33,3.25,12,1.08
1997,Sptlc1,"44,651",Group2,558,4.65,2.75,40,1.6
1998,Habp4,"24,715",Group2,404,4.39,2.61,28,1.45
1999,Zfp346,"29,516",Group2,361,4.47,2.56,30,1.48
2000,Ddx46,"46,231",Group2,703,4.66,2.85,37,1.57
2001,Atg10,"288,614",Group2,"2,236",5.46,3.35,47,1.67
2002,Rad17,"33,889",Group2,282,4.53,2.45,118,2.07
2003,Mccc2,"67,111",Group2,783,4.83,2.89,47,1.67
2004,Gfm2,"43,260",Group2,518,4.64,2.71,48,1.68
2005,Nln,"86,559",Group2,948,4.94,2.98,71,1.85
2006,Cwc27,"186,004",Group2,"1,308",5.27,3.12,46,1.66
2007,Atxn7,"145,864",Group2,"1,468",5.16,3.17,116,2.06
2008,Nr1d2,"35,075",Group2,431,4.54,2.63,39,1.59
2009,Glud1,"34,540",Group2,370,4.54,2.57,85,1.93
2010,Ap3m1,"21,068",Group2,206,4.32,2.31,64,1.81
2011,Mapk1ip1l,"24,940",Group2,349,4.4,2.54,35,1.54
2012,Nisch,"46,018",Group2,722,4.66,2.86,22,1.34
2013,Parg,"95,603",Group2,763,4.98,2.88,75,1.88
2014,Kpna3,"74,665",Group2,484,4.87,2.68,62,1.79
2015,Micu2,"83,003",Group2,806,4.92,2.91,33,1.52
2016,Cab39l,"144,794",Group2,"1,057",5.16,3.02,55,1.74
2017,Mtmr6,"37,144",Group2,351,4.57,2.55,17,1.23
2018,Zc3h13,"60,055",Group2,576,4.78,2.76,49,1.69
2019,Pibf1,"155,071",Group2,"1,538",5.19,3.19,42,1.62
2020,Xpo7,"112,384",Group2,"1,009",5.05,3,81,1.91
2021,Uchl3,"42,160",Group2,450,4.62,2.65,35,1.54
2022,Drosha,"110,478",Group2,"1,759",5.04,3.25,65,1.81
2023,Dcaf13,"33,993",Group2,318,4.53,2.5,82,1.91
2024,Zfat,"175,094",Group2,"1,577",5.24,3.2,63,1.8
2025,Emc2,"50,536",Group2,351,4.7,2.55,24,1.38
2026,Zc3h7b,"51,205",Group2,864,4.71,2.94,25,1.4
2027,Rangap1,"41,284",Group2,628,4.62,2.8,60,1.78
2028,Srebf2,"58,200",Group2,"1,079",4.76,3.03,39,1.59
2029,Mgrn1,"52,049",Group2,604,4.72,2.78,59,1.77
2030,Atp13a3,"93,554",Group2,766,4.97,2.88,20,1.3
2031,Glyr1,"35,956",Group2,310,4.56,2.49,130,2.11
2032,Plec,"61,602",Group2,"1,589",4.79,3.2,80,1.9
2033,Yaf2,"52,659",Group2,746,4.72,2.87,87,1.94
2034,Prkdc,"204,371",Group2,"1,525",5.31,3.18,93,1.97
2035,Pdxdc1,"69,985",Group2,582,4.85,2.76,47,1.67
2036,Tbc1d23,"62,644",Group2,745,4.8,2.87,40,1.6
2037,Aifm3,"17,876",Group2,236,4.25,2.37,36,1.56
2038,Dnm1l,"46,731",Group2,303,4.67,2.48,25,1.4
2039,Abcc5,"95,093",Group2,"1,013",4.98,3.01,42,1.62
2040,Paxbp1,"30,508",Group2,420,4.48,2.62,58,1.76
2041,Cers5,"38,006",Group2,448,4.58,2.65,20,1.3
2042,Atf1,"33,427",Group2,477,4.52,2.68,52,1.72
2043,Cep89,"41,656",Group2,561,4.62,2.75,50,1.7
2044,Abcc1,"114,181",Group2,951,5.06,2.98,38,1.58
2045,Slc25a27,"25,117",Group2,331,4.4,2.52,45,1.65
2046,Tbc1d5,"446,230",Group2,"2,623",5.65,3.42,49,1.69
2047,Ubr2,"82,263",Group2,"1,310",4.92,3.12,39,1.59
2048,Brd4,"88,450",Group2,792,4.95,2.9,42,1.62
2049,Stk38,"37,062",Group2,407,4.57,2.61,55,1.74
2050,Spast,"52,130",Group2,472,4.72,2.67,76,1.88
2051,Ttc27,"145,822",Group2,"1,463",5.16,3.17,29,1.46
2052,Lrpprc,"85,544",Group2,"1,201",4.93,3.08,40,1.6
2053,Abca3,"58,253",Group2,783,4.77,2.89,69,1.84
2054,Srbd1,"160,512",Group2,"1,315",5.21,3.12,53,1.72
2055,Ift140,"83,406",Group2,"1,118",4.92,3.05,148,2.17
2056,Axin1,"57,125",Group2,470,4.76,2.67,47,1.67
2057,Luc7l,"32,596",Group2,352,4.51,2.55,25,1.4
2058,Cul2,"53,391",Group2,393,4.73,2.59,17,1.23
2059,Thada,"276,142",Group2,"2,568",5.44,3.41,39,1.59
2060,Sap130,"88,692",Group2,920,4.95,2.96,43,1.63
2061,Elp2,"34,871",Group2,378,4.54,2.58,109,2.04
2062,Ccny,"136,108",Group2,824,5.13,2.92,38,1.58
2063,Esco1,"43,752",Group2,367,4.64,2.56,40,1.6
2064,Dnajc18,"32,043",Group2,345,4.51,2.54,27,1.43
2065,Diaph1,"91,877",Group2,828,4.96,2.92,35,1.54
2066,Ap3s1,"48,952",Group2,421,4.69,2.62,66,1.82
2067,Lars,"59,774",Group2,663,4.78,2.82,35,1.54
2068,Tcerg1,"64,043",Group2,570,4.81,2.76,37,1.57
2069,Hsd17b4,"68,070",Group2,842,4.83,2.93,24,1.38
2070,Afg3l2,"44,401",Group2,552,4.65,2.74,52,1.72
2071,Txnl1,"29,560",Group2,238,4.47,2.38,58,1.76
2072,Dctn4,"32,583",Group2,454,4.51,2.66,35,1.54
2073,Atl3,"44,570",Group2,425,4.65,2.63,30,1.48
2074,Cdc37l1,"36,331",Group2,439,4.56,2.64,42,1.62
2075,Pcgf5,"112,663",Group2,"1,524",5.05,3.18,47,1.67
2076,Pcx,"111,282",Group2,"1,111",5.05,3.05,52,1.72
2077,Ppp6r3,"120,823",Group2,929,5.08,2.97,49,1.69
2078,Hdgfrp3,"53,224",Group2,500,4.73,2.7,66,1.82
2079,Dnmbp,"93,372",Group2,"1,544",4.97,3.19,79,1.9
2080,Chuk,"34,147",Group2,324,4.53,2.51,37,1.57
2081,Gbf1,"134,003",Group2,999,5.13,3,36,1.56
2082,Arih1,"98,362",Group2,665,4.99,2.82,54,1.73
2083,Parp6,"33,003",Group2,231,4.52,2.36,43,1.63
2084,Rnf41,"29,786",Group2,349,4.47,2.54,78,1.89
2085,Pias2,"90,502",Group2,650,4.96,2.81,59,1.77
2086,Usp33,"47,141",Group2,564,4.67,2.75,34,1.53
2087,Clybl,"220,532",Group2,"2,534",5.34,3.4,54,1.73
2088,Copg2,"149,242",Group2,629,5.17,2.8,44,1.64
2089,Hspa4l,"51,610",Group2,424,4.71,2.63,18,1.26
2090,Larp1b,"89,882",Group2,657,4.95,2.82,164,2.21
2091,Faf2,"42,281",Group2,470,4.63,2.67,47,1.67
2092,Stau2,"291,440",Group2,"2,152",5.46,3.33,23,1.36
2093,Terf1,"38,408",Group2,303,4.58,2.48,47,1.67
2094,Pikfyve,"92,014",Group2,570,4.96,2.76,48,1.68
2095,Mff,"27,506",Group2,256,4.44,2.41,22,1.34
2096,Trip12,"119,329",Group2,850,5.08,2.93,20,1.3
2097,Psmd1,"74,766",Group2,678,4.87,2.83,24,1.38
2098,Ndufa10,"34,852",Group2,369,4.54,2.57,28,1.45
2099,Atg16l1,"36,560",Group2,461,4.56,2.66,17,1.23
2100,Ptpn4,"185,148",Group2,976,5.27,2.99,29,1.46
2101,Klhl12,"35,489",Group2,312,4.55,2.49,43,1.63
2102,Nvl,"57,068",Group2,499,4.76,2.7,43,1.63
2103,Copa,"39,803",Group2,437,4.6,2.64,23,1.36
2104,Kifap3,"137,528",Group2,"1,134",5.14,3.05,27,1.43
2105,Kctd3,"36,748",Group2,569,4.57,2.76,27,1.43
2106,Eprs,"65,318",Group2,681,4.82,2.83,47,1.67
2107,Iars2,"44,672",Group2,697,4.65,2.84,28,1.45
2108,Nmt2,"44,667",Group2,365,4.65,2.56,70,1.85
2109,Dclre1c,"40,001",Group2,374,4.6,2.57,31,1.49
2110,Stam,"75,538",Group2,629,4.88,2.8,59,1.77
2111,Psmb7,"56,053",Group2,507,4.75,2.71,23,1.36
2112,Spopl,"65,888",Group2,406,4.82,2.61,20,1.3
2113,Pdss1,"44,746",Group2,345,4.65,2.54,36,1.56
2114,Odf2,"42,527",Group2,618,4.63,2.79,28,1.45
2115,Abl1,"115,853",Group2,"1,215",5.06,3.08,41,1.61
2116,Gapvd1,"80,640",Group2,755,4.91,2.88,9,0.95
2117,Psmd14,"88,684",Group2,483,4.95,2.68,37,1.57
2118,Dnajc10,"38,579",Group2,406,4.59,2.61,22,1.34
2119,Dync1i2,"51,599",Group2,429,4.71,2.63,17,1.23
2120,Atf2,"76,132",Group2,443,4.88,2.65,84,1.92
2121,Ola1,"126,125",Group2,982,5.1,2.99,16,1.2
2122,Caprin1,"34,710",Group2,318,4.54,2.5,35,1.54
2123,Hsd17b12,"125,277",Group2,889,5.1,2.95,42,1.62
2124,Ext2,"161,542",Group2,"1,903",5.21,3.28,42,1.62
2125,Galk2,"125,192",Group2,911,5.1,2.96,54,1.73
2126,Ubr1,"110,448",Group2,849,5.04,2.93,38,1.58
2127,Snap23,"33,586",Group2,244,4.53,2.39,39,1.59
2128,Zfp106,"57,025",Group2,615,4.76,2.79,21,1.32
2129,Rtf1,"60,341",Group2,485,4.78,2.69,48,1.68
2130,Atrn,"123,840",Group2,868,5.09,2.94,45,1.65
2131,Usp8,"51,971",Group2,487,4.72,2.69,49,1.69
2132,Trpm7,"84,667",Group2,546,4.93,2.74,43,1.63
2133,Sppl2a,"42,846",Group2,417,4.63,2.62,14,1.15
2134,Stard7,"28,716",Group2,265,4.46,2.42,46,1.66
2135,Xrn2,"65,006",Group2,466,4.81,2.67,39,1.59
2136,Kif3b,"41,979",Group2,468,4.62,2.67,44,1.64
2137,Arfgap1,"15,303",Group2,193,4.18,2.29,47,1.67
2138,Ggt7,"27,860",Group2,395,4.44,2.6,44,1.64
2139,Ralgapb,"89,407",Group2,599,4.95,2.78,45,1.65
2140,Pik3ca,"70,817",Group2,646,4.85,2.81,137,2.14
2141,Mfn1,"49,776",Group2,467,4.7,2.67,20,1.3
2142,Ccdc39,"31,950",Group2,295,4.5,2.47,20,1.3
2143,Ttc14,"15,030",Group2,195,4.18,2.29,29,1.46
2144,Nceh1,"101,645",Group2,"1,175",5.01,3.07,31,1.49
2145,Tbck,"157,546",Group2,"1,256",5.2,3.1,44,1.64
2146,Gpr89,"37,067",Group2,441,4.57,2.64,23,1.36
2147,Ptbp2,"65,726",Group2,530,4.82,2.72,31,1.49
2148,Snx27,"85,174",Group2,701,4.93,2.85,21,1.32
2149,Tmem55a,"51,102",Group2,521,4.71,2.72,23,1.36
2150,Ccnc,"32,223",Group2,256,4.51,2.41,44,1.64
2151,Rngtt,"192,305",Group2,"1,232",5.28,3.09,40,1.6
2152,Map3k7,"59,372",Group2,574,4.77,2.76,84,1.92
2153,Rars2,"45,212",Group2,449,4.66,2.65,47,1.67
2154,Rnf20,"24,883",Group2,253,4.4,2.4,48,1.68
2155,Erp44,"86,237",Group2,606,4.94,2.78,44,1.64
2156,Invs,"152,196",Group2,"1,121",5.18,3.05,59,1.77
2157,Kdm4c,"163,365",Group2,"1,084",5.21,3.04,7,0.85
2158,Ikbkap,"52,653",Group2,535,4.72,2.73,66,1.82
2159,Ubap2,"80,833",Group2,754,4.91,2.88,55,1.74
2160,Usp24,"125,111",Group2,"1,290",5.1,3.11,72,1.86
2161,Hook1,"58,175",Group2,401,4.76,2.6,32,1.51
2162,Ift74,"78,740",Group2,460,4.9,2.66,24,1.38
2163,Plaa,"35,732",Group2,311,4.55,2.49,53,1.72
2164,Ccdc30,"92,630",Group2,"1,056",4.97,3.02,31,1.49
2165,Eif2b3,"67,906",Group2,571,4.83,2.76,41,1.61
2166,Ptpn12,"69,268",Group2,668,4.84,2.82,72,1.86
2167,Srrm1,"32,839",Group2,491,4.52,2.69,44,1.64
2168,Yars,"29,849",Group2,397,4.47,2.6,100,2
2169,Psmb2,"32,086",Group2,303,4.51,2.48,35,1.54
2170,Ago3,"97,854",Group2,700,4.99,2.85,53,1.72
2171,Gmeb1,"40,579",Group2,524,4.61,2.72,48,1.68
2172,Mecr,"24,318",Group2,257,4.39,2.41,42,1.62
2173,Plekhm2,"39,167",Group2,774,4.59,2.89,28,1.45
2174,Pex14,"139,343",Group2,"2,135",5.14,3.33,32,1.51
2175,Ssu72,"29,081",Group2,374,4.46,2.57,28,1.45
2176,Stx18,"99,025",Group2,890,5,2.95,14,1.15
2177,Dnajb6,"82,448",Group2,740,4.92,2.87,22,1.34
2178,Slc4a1ap,"29,939",Group2,274,4.48,2.44,32,1.51
2179,Ociad1,"21,287",Group2,223,4.33,2.35,35,1.54
2180,Pds5a,"92,554",Group2,847,4.97,2.93,68,1.83
2181,Slc30a9,"51,490",Group2,475,4.71,2.68,53,1.72
2182,Fip1l1,"63,353",Group2,583,4.8,2.77,32,1.51
2183,Mtf2,"43,332",Group2,253,4.64,2.4,32,1.51
2184,Glmn,"48,923",Group2,459,4.69,2.66,38,1.58
2185,G3bp2,"31,575",Group2,374,4.5,2.57,51,1.71
2186,Uso1,"64,862",Group2,751,4.81,2.88,67,1.83
2187,Ift81,"64,316",Group2,672,4.81,2.83,38,1.58
2188,Anapc5,"33,882",Group2,468,4.53,2.67,29,1.46
2189,Mrpl1,"57,236",Group2,464,4.76,2.67,15,1.18
2190,Golga3,"49,771",Group2,488,4.7,2.69,37,1.57
2191,Sppl3,"87,655",Group2,998,4.94,3,71,1.85
2192,Eif2ak1,"86,465",Group2,573,4.94,2.76,30,1.48
2193,Ccz1,"26,970",Group2,409,4.43,2.61,29,1.46
2194,Phf14,"173,398",Group2,"1,122",5.24,3.05,56,1.75
2195,N4bp2l2,"58,178",Group2,456,4.76,2.66,17,1.23
2196,Tpk1,"321,279",Group2,"1,800",5.51,3.26,21,1.32
2197,Klhdc10,"53,313",Group2,522,4.73,2.72,44,1.64
2198,Tra2a,"20,111",Group2,243,4.3,2.39,33,1.52
2199,Luc7l2,"58,138",Group2,437,4.76,2.64,60,1.78
2200,Gfpt1,"49,353",Group2,545,4.69,2.74,72,1.86
2201,Nup210,"103,763",Group2,963,5.02,2.98,54,1.73
2202,Sumf1,"78,556",Group2,712,4.9,2.85,14,1.15
2203,Gas2,"132,962",Group2,893,5.12,2.95,96,1.98
2204,Far1,"57,679",Group2,309,4.76,2.49,82,1.91
2205,Acer3,"114,821",Group2,692,5.06,2.84,18,1.26
2206,Lcmt1,"60,576",Group2,734,4.78,2.87,63,1.8
2207,Stim1,"169,515",Group2,"1,172",5.23,3.07,89,1.95
2208,Cul4a,"42,321",Group2,606,4.63,2.78,127,2.1
2209,Polb,"25,311",Group2,308,4.4,2.49,37,1.57
2210,Ikbkb,"47,379",Group2,779,4.68,2.89,37,1.57
2211,Wrn,"151,145",Group2,"1,362",5.18,3.13,145,2.16
2212,Asah1,"34,578",Group2,392,4.54,2.59,45,1.65
2213,Pcm1,"92,594",Group2,606,4.97,2.78,50,1.7
2214,AC117750.1,"535,811",Group2,"2,788",5.73,3.45,11,1.04
2215,Nek1,"138,153",Group2,"1,004",5.14,3,62,1.79
2216,Slc7a6,"29,851",Group2,305,4.47,2.48,57,1.76
2217,Mtmr2,"58,073",Group2,514,4.76,2.71,11,1.04
2218,Terf2,"27,149",Group2,409,4.43,2.61,20,1.3
2219,Cfdp1,"85,802",Group2,943,4.93,2.97,54,1.73
2220,Acat1,"29,862",Group2,324,4.48,2.51,29,1.46
2221,Sltm,"49,482",Group2,501,4.69,2.7,56,1.75
2222,Rnf111,"78,303",Group2,571,4.89,2.76,41,1.61
2223,Ptpn9,"67,886",Group2,560,4.83,2.75,35,1.54
2224,Etfa,"57,737",Group2,352,4.76,2.55,40,1.6
2225,Snx1,"38,456",Group2,391,4.58,2.59,41,1.61
2226,Xrn1,"103,045",Group2,847,5.01,2.93,27,1.43
2227,Slc25a36,"36,198",Group2,323,4.56,2.51,53,1.72
2228,Smarcc1,"122,472",Group2,"1,121",5.09,3.05,90,1.95
2229,Nktr,"37,676",Group2,420,4.58,2.62,67,1.83
2230,Rbm6,"99,680",Group2,625,5,2.8,19,1.28
2231,AC127333.1,"166,907",Group2,"1,276",5.22,3.11,84,1.92
2232,Abcc4,"223,529",Group2,"3,783",5.35,3.58,79,1.9
2233,Rnft2,"54,382",Group2,833,4.74,2.92,59,1.77
2234,Cdc14b,"86,024",Group2,961,4.93,2.98,43,1.63
2235,Eefsec,"189,207",Group2,"1,345",5.28,3.13,38,1.58
2236,Rpgrip1l,"96,234",Group2,804,4.98,2.91,65,1.81
2237,Usp37,"108,775",Group2,832,5.04,2.92,25,1.4
2238,Trappc8,"78,872",Group2,578,4.9,2.76,70,1.85
2239,Eri3,"123,934",Group2,"1,217",5.09,3.09,39,1.59
2240,Specc1l,"100,672",Group2,858,5,2.93,33,1.52
2241,Larp4b,"80,572",Group2,820,4.91,2.91,76,1.88
2242,Ppip5k1,"44,837",Group2,552,4.65,2.74,26,1.41
2243,Fam20b,"40,556",Group2,510,4.61,2.71,40,1.6
2244,Caskin1,"20,124",Group2,407,4.3,2.61,88,1.94
2245,Pdpr,"42,446",Group2,449,4.63,2.65,73,1.86
2246,Pik3c3,"75,381",Group2,902,4.88,2.96,60,1.78
2247,RP24-483G17.1,"298,324",Group2,"1,770",5.47,3.25,79,1.9
2248,Cep350,"128,293",Group2,"1,066",5.11,3.03,60,1.78
2249,Acbd6,"133,212",Group2,"1,177",5.12,3.07,32,1.51
2250,Stard9,"102,776",Group2,"1,107",5.01,3.04,31,1.49
2251,Atp6v1h,"92,513",Group2,669,4.97,2.83,5,0.7
2252,Tmem87a,"48,803",Group2,331,4.69,2.52,43,1.63
2253,Mapkbp1,"54,711",Group2,569,4.74,2.76,61,1.79
2254,Ttc37,"91,584",Group2,646,4.96,2.81,34,1.53
2255,Scaper,"388,242",Group2,"1,987",5.59,3.3,41,1.61
2256,Farp2,"109,899",Group2,889,5.04,2.95,56,1.75
2257,Hdlbp,"72,877",Group2,692,4.86,2.84,88,1.94
2258,Exoc3,"39,246",Group2,253,4.59,2.4,26,1.41
2259,Ino80,"104,647",Group2,822,5.02,2.91,87,1.94
2260,Atm,"97,593",Group2,910,4.99,2.96,95,1.98
2261,Setd5,"76,072",Group2,505,4.88,2.7,137,2.14
2262,Tulp4,"144,693",Group2,"1,634",5.16,3.21,24,1.38
2263,Ice1,"85,929",Group2,862,4.93,2.94,61,1.79
2264,Zfyve9,"143,334",Group2,982,5.16,2.99,46,1.66
2265,RP24-354K18.1,"106,457",Group2,"1,125",5.03,3.05,58,1.76
2266,Ankrd12,"109,590",Group2,"1,162",5.04,3.07,73,1.86
2267,Ythdc2,"61,980",Group2,463,4.79,2.67,11,1.04
2268,Gns,"32,161",Group2,708,4.51,2.85,62,1.79
2269,Cog3,"52,169",Group2,567,4.72,2.75,26,1.41
2270,Wdr78,"76,492",Group2,654,4.88,2.82,71,1.85
2271,Nubpl,"215,009",Group2,"1,677",5.33,3.22,35,1.54
2272,Ccdc186,"34,711",Group2,480,4.54,2.68,53,1.72
2273,Zcchc6,"51,588",Group2,508,4.71,2.71,54,1.73
2274,Sec31a,"54,587",Group2,691,4.74,2.84,59,1.77
2275,Hacd2,"86,751",Group2,721,4.94,2.86,32,1.51
2276,Myo1d,"297,901",Group2,"2,834",5.47,3.45,44,1.64
2277,Rubcn,"56,065",Group2,768,4.75,2.89,99,2
2278,Dym,"268,196",Group2,"3,592",5.43,3.56,34,1.53
2279,Bbs9,"412,567",Group2,"3,750",5.62,3.57,36,1.56
2280,Slf2,"52,670",Group2,448,4.72,2.65,50,1.7
2281,Rab3gap1,"75,097",Group2,790,4.88,2.9,26,1.41
2282,Ankmy2,"40,179",Group2,552,4.6,2.74,77,1.89
2283,Pnpla8,"101,164",Group2,920,5.01,2.96,13,1.11
2284,Sec24a,"71,372",Group2,721,4.85,2.86,44,1.64
2285,Exoc1,"40,985",Group2,538,4.61,2.73,24,1.38
2286,Eea1,"104,870",Group2,813,5.02,2.91,39,1.59
2287,Fam13b,"64,473",Group2,550,4.81,2.74,54,1.73
2288,Bicral,"33,299",Group2,525,4.52,2.72,33,1.52
2289,Tbc1d9b,"41,391",Group2,581,4.62,2.76,49,1.69
2290,Phkb,"220,419",Group2,"1,436",5.34,3.16,62,1.79
2291,Ehmt1,"129,688",Group2,"1,079",5.11,3.03,58,1.76
2292,Anapc10,"67,241",Group2,436,4.83,2.64,75,1.88
2293,Pacrg,"437,301",Group2,"3,670",5.64,3.56,80,1.9
2294,Fam193a,"116,525",Group2,828,5.07,2.92,68,1.83
2295,Hook3,"97,805",Group2,864,4.99,2.94,119,2.08
2296,RP23-243E17.1,"189,931",Group2,"1,111",5.28,3.05,32,1.51
2297,Capn15,"27,434",Group2,366,4.44,2.56,43,1.63
2298,Larp1,"52,972",Group2,612,4.72,2.79,93,1.97
2299,Taf2,"57,023",Group2,658,4.76,2.82,39,1.59
2300,Ranbp10,"59,044",Group2,576,4.77,2.76,38,1.58
2301,Depdc5,"130,537",Group2,"1,021",5.12,3.01,46,1.66
2302,Prkci,"57,214",Group2,684,4.76,2.84,37,1.57
2303,Vps13b,"560,071",Group2,"3,433",5.75,3.54,13,1.11
2304,Phc3,"70,046",Group2,704,4.85,2.85,22,1.34
2305,Rfx7,"90,699",Group2,469,4.96,2.67,99,2
2306,Phf12,"47,787",Group2,592,4.68,2.77,88,1.94
2307,RP23-200C3.1,"91,170",Group2,832,4.96,2.92,55,1.74
2308,Smim14,"90,342",Group2,947,4.96,2.98,100,2
2309,Iars,"52,169",Group2,786,4.72,2.9,34,1.53
2310,Cramp1l,"54,004",Group2,586,4.73,2.77,162,2.21
2311,Gcc2,"50,104",Group2,412,4.7,2.61,39,1.59
2312,Dexi,"40,525",Group2,498,4.61,2.7,39,1.59
2313,Sbno1,"57,301",Group2,554,4.76,2.74,42,1.62
2314,Tbc1d32,"214,398",Group2,"1,453",5.33,3.16,37,1.57
2315,Atg5,"95,935",Group2,860,4.98,2.93,42,1.62
2316,Smg6,"238,627",Group2,"1,685",5.38,3.23,53,1.72
2317,Sbf2,"306,911",Group2,"2,033",5.49,3.31,75,1.88
2318,Gmds,"519,163",Group2,"2,944",5.72,3.47,29,1.46
2319,Pigu,"79,189",Group2,651,4.9,2.81,33,1.52
2320,Chmp4b,"43,082",Group2,566,4.63,2.75,18,1.26
2321,Tfdp1,"39,699",Group2,649,4.6,2.81,73,1.86
2322,Dcun1d2,"32,170",Group2,468,4.51,2.67,45,1.65
2323,Phrf1,"33,968",Group2,414,4.53,2.62,44,1.64
2324,Zkscan16,"14,729",Group2,196,4.17,2.29,27,1.43
2325,Nup205,"70,177",Group2,686,4.85,2.84,25,1.4
2326,Ascc3,"258,818",Group2,"1,513",5.41,3.18,38,1.58
2327,Ctnnal1,"54,255",Group2,718,4.73,2.86,43,1.63
2328,Nipal2,"106,415",Group2,630,5.03,2.8,23,1.36
2329,Ube2l3,"50,638",Group2,419,4.7,2.62,15,1.18
2330,Cpq,"511,425",Group2,"2,342",5.71,3.37,19,1.28
2331,Tasp1,"233,327",Group2,"1,549",5.37,3.19,41,1.61
2332,Cdc123,"50,872",Group2,583,4.71,2.77,52,1.72
2333,Tbc1d19,"94,361",Group2,714,4.97,2.85,26,1.41
2334,Srrm2,"34,081",Group2,594,4.53,2.77,35,1.54
2335,Arid4b,"136,373",Group2,850,5.13,2.93,33,1.52
2336,Tbcd,"165,217",Group2,"1,572",5.22,3.2,48,1.68
2337,Tbce,"41,691",Group2,431,4.62,2.63,35,1.54
2338,B3galnt2,"44,636",Group2,472,4.65,2.67,53,1.72
2339,Heatr5b,"82,477",Group2,881,4.92,2.94,54,1.73
2340,Ubn1,"36,234",Group2,323,4.56,2.51,78,1.89
2341,Micu3,"78,852",Group2,625,4.9,2.8,12,1.08
2342,Zufsp,"32,129",Group2,188,4.51,2.27,30,1.48
2343,Stau1,"48,752",Group2,547,4.69,2.74,43,1.63
2344,Ccser1,"1,202,543",Group2,"6,172",6.08,3.79,64,1.81
2345,Fam149b,"35,331",Group2,412,4.55,2.61,49,1.69
2346,Usp53,"53,019",Group2,472,4.72,2.67,84,1.92
2347,Lmbrd2,"61,935",Group2,448,4.79,2.65,50,1.7
2348,Dnajc11,"48,448",Group2,876,4.69,2.94,52,1.72
2349,AC158971.1,"102,054",Group2,"1,111",5.01,3.05,53,1.72
2350,Wdr70,"226,156",Group2,"2,397",5.35,3.38,23,1.36
2351,Epg5,"96,562",Group2,"1,276",4.98,3.11,37,1.57
2352,Mcph1,"208,060",Group2,"2,374",5.32,3.38,32,1.51
2353,Phtf2,"123,463",Group2,"1,086",5.09,3.04,75,1.88
2354,Ankrd13c,"60,797",Group2,439,4.78,2.64,41,1.61
2355,Flywch1,"18,811",Group2,276,4.27,2.44,36,1.56
2356,Cul9,"45,818",Group2,792,4.66,2.9,37,1.57
2357,Ankib1,"112,927",Group2,773,5.05,2.89,86,1.93
2358,Aqr,"85,856",Group2,971,4.93,2.99,11,1.04
2359,RP23-37G19.2,"80,844",Group2,917,4.91,2.96,61,1.79
2360,Cfap69,"84,963",Group2,665,4.93,2.82,29,1.46
2361,Ckap5,"93,904",Group2,614,4.97,2.79,21,1.32
