gene_id,group,mc_type,var_dim,gene_type,Correlation_5mC,new.P.value_5mC,new.P.adjust_5mC,Correlation_5hmC,new.P.value_5hmC,new.P.adjust_5hmC,Correlation_mC_hmC,new.P.value_mC_hmC,new.P.adjust_mC_hmC,gene_name,Gene_length,Cpg_number
ENSMUSG00000055214.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.28 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Pld5,"313,008","2,210"
ENSMUSG00000055254.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.27 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.23 ,0.00 ,0.00 ,Ntrk2,"327,403","4,135"
ENSMUSG00000055296.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Tmem245,"80,516",864
ENSMUSG00000055371.17,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Stam2,"50,619",578
ENSMUSG00000055373.8,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.22 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Fut9,"190,914","1,263"
ENSMUSG00000055407.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Map6,"69,692",883
ENSMUSG00000055409.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.45 ,0.00 ,0.00 ,0.31 ,0.00 ,0.00 ,-0.31 ,0.00 ,0.00 ,Nell1,"891,746","5,608"
ENSMUSG00000055421.8,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.37 ,0.00 ,0.00 ,0.24 ,0.00 ,0.00 ,-0.26 ,0.00 ,0.00 ,Pcdh9,"877,271","5,060"
ENSMUSG00000055471.6,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.26 ,0.00 ,0.00 ,0.25 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Alk,"734,269","6,868"
ENSMUSG00000055540.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.52 ,0.00 ,0.00 ,0.27 ,0.00 ,0.00 ,-0.46 ,0.00 ,0.00 ,Epha6,"952,050","5,308"
ENSMUSG00000055567.18,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.01 ,0.00 ,0.01 ,Unc80,"230,783","1,575"
ENSMUSG00000055639.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.42 ,0.00 ,0.00 ,0.29 ,0.00 ,0.00 ,-0.25 ,0.00 ,0.00 ,Dach1,"382,914","2,267"
ENSMUSG00000055737.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Ghr,"265,734","1,627"
ENSMUSG00000055761.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.27 ,0.00 ,0.00 ,0.17 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Nkain3,"659,994","3,405"
ENSMUSG00000055817.18,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.12 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Mta3,"115,355","1,743"
ENSMUSG00000055917.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Zfp277,"130,858","1,285"
ENSMUSG00000055932.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Fto,"354,916","4,722"
ENSMUSG00000056004.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,AC157555.1,"215,709","1,544"
ENSMUSG00000056073.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.23 ,0.00 ,0.00 ,0.14 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Grik2,"693,935","2,865"
ENSMUSG00000056091.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,St3gal5,"56,981",711
ENSMUSG00000056158.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.54 ,0.00 ,0.00 ,0.42 ,0.00 ,0.00 ,-0.33 ,0.00 ,0.00 ,Car10,"503,723","3,227"
ENSMUSG00000056211.13,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.27 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,-0.30 ,0.00 ,0.00 ,R3hdm1,"134,437",727
ENSMUSG00000056222.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.49 ,0.00 ,0.00 ,0.36 ,0.00 ,0.00 ,-0.34 ,0.00 ,0.00 ,Spock1,"487,139","5,524"
ENSMUSG00000056258.9,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.24 ,0.00 ,0.00 ,Kcnq3,"300,257","2,131"
ENSMUSG00000056267.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.02 ,0.03 ,Cep70,"57,039",466
ENSMUSG00000056268.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Dennd1b,"215,527","1,855"
ENSMUSG00000056296.17,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.26 ,0.00 ,0.00 ,0.11 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Synpr,"331,562","1,694"
ENSMUSG00000056342.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Usp34,"183,667","1,138"
ENSMUSG00000056413.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Adap1,"53,748",778
ENSMUSG00000056427.10,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.53 ,0.00 ,0.00 ,0.19 ,0.00 ,0.00 ,-0.49 ,0.00 ,0.00 ,Slit3,"587,285","7,017"
ENSMUSG00000056476.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Med12l,"312,859","3,171"
ENSMUSG00000056486.18,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.17 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.16 ,0.00 ,0.00 ,Chn1,"164,688","1,310"
ENSMUSG00000056515.8,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Rab31,"121,028","1,526"
ENSMUSG00000056553.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.24 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Ptprn2,"791,131","6,165"
ENSMUSG00000056602.11,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Fry,"379,110","4,486"
ENSMUSG00000056608.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Chd9,"226,166","2,441"
ENSMUSG00000056752.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.22 ,0.00 ,0.00 ,Dnah9,"337,271","2,097"
ENSMUSG00000056755.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.44 ,0.00 ,0.00 ,0.35 ,0.00 ,0.00 ,-0.28 ,0.00 ,0.00 ,Grm7,"921,651","4,203"
ENSMUSG00000056812.13,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,St8sia3,"21,789",291
ENSMUSG00000056820.7,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Tsnax,"21,197",378
ENSMUSG00000056856.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Jakmip3,"143,248","1,240"
ENSMUSG00000056900.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Usp13,"120,527","1,191"
ENSMUSG00000056999.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.08 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,Ide,"69,111",758
ENSMUSG00000057058.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) +],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,Skap1,"294,539","3,791"
ENSMUSG00000057060.7,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.19 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Slc35f3,"96,926",977
ENSMUSG00000057069.7,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.01 ,0.01 ,Ero1lb,"45,524",490
ENSMUSG00000057147.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.01 ,0.02 ,0.03 ,Dph6,"138,550",883
ENSMUSG00000057182.14,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Scn3a,"110,511",934
ENSMUSG00000057230.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.15 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Aak1,"153,708","1,246"
ENSMUSG00000057315.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.01 ,0.01 ,0.01 ,Arhgap24,"416,548","3,718"
ENSMUSG00000057329.7,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.08 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Bcl2,"176,098","1,419"
ENSMUSG00000057378.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.49 ,0.00 ,0.00 ,0.18 ,0.00 ,0.00 ,-0.48 ,0.00 ,0.00 ,Ryr3,"585,743","3,832"
ENSMUSG00000057455.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.12 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Rit2,"343,803","1,717"
ENSMUSG00000057522.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.01 ,0.01 ,0.02 ,-0.02 ,0.00 ,0.00 ,Spop,"79,328",642
ENSMUSG00000057530.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Ece1,"102,994","1,764"
ENSMUSG00000057531.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Dtnbp1,"80,074",878
ENSMUSG00000057614.6,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.09 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Gnai1,"95,222",928
ENSMUSG00000057649.6,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,-0.07 ,0.00 ,0.00 ,Brd9,"23,086",236
ENSMUSG00000057672.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Pkn1,"32,645",632
ENSMUSG00000057715.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.25 ,0.00 ,0.00 ,0.21 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,AC103635.1,"561,798","3,245"
ENSMUSG00000057716.6,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.48 ,0.00 ,0.00 ,0.18 ,0.00 ,0.00 ,-0.43 ,0.00 ,0.00 ,Tmem178b,"381,881","3,063"
ENSMUSG00000057738.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Sptan1,"65,893",737
ENSMUSG00000057880.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.33 ,0.00 ,0.00 ,0.12 ,0.00 ,0.00 ,-0.30 ,0.00 ,0.00 ,Abat,"108,141","1,166"
ENSMUSG00000057897.14,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.08 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,-0.13 ,0.00 ,0.00 ,Camk2b,"96,720","1,562"
ENSMUSG00000057914.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.37 ,0.00 ,0.00 ,0.16 ,0.00 ,0.00 ,-0.31 ,0.00 ,0.00 ,Cacnb2,"384,822","2,431"
ENSMUSG00000058013.11,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.11 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,11-Sep,"83,012","1,120"
ENSMUSG00000058070.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.13 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.09 ,0.00 ,0.00 ,Eml1,"168,662","2,452"
ENSMUSG00000058145.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.22 ,0.00 ,0.00 ,0.11 ,0.00 ,0.00 ,-0.18 ,0.00 ,0.00 ,Adamts17,"313,438","3,190"
ENSMUSG00000058152.7,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.29 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,-0.21 ,0.00 ,0.00 ,Chsy3,"235,047","1,619"
ENSMUSG00000058153.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.29 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,-0.28 ,0.00 ,0.00 ,Sez6l,"158,036","2,242"
ENSMUSG00000058230.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Arhgap35,"121,276",898
ENSMUSG00000058248.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.31 ,0.00 ,0.00 ,Kcnh1,"319,387","2,588"
ENSMUSG00000058317.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.16 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,Ube2e2,"320,694","1,962"
ENSMUSG00000058388.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.01 ,0.01 ,0.01 ,-0.01 ,0.00 ,0.01 ,Phtf1,"56,490",554
ENSMUSG00000058420.8,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.23 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Syt17,"67,507",781
ENSMUSG00000058444.8,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Map2k5,"214,136","2,325"
ENSMUSG00000058571.11,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.53 ,0.00 ,0.00 ,0.45 ,0.00 ,0.00 ,-0.29 ,0.00 ,0.00 ,Gpc6,"1,051,231","9,954"
ENSMUSG00000058624.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.11 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.08 ,0.00 ,0.00 ,Gda,"82,140",645
ENSMUSG00000058656.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.11 ,0.00 ,0.00 ,0.10 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Samd12,"448,729","2,855"
ENSMUSG00000058690.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Ccser2,"93,843",846
ENSMUSG00000058740.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Kcnt1,"54,541",653
ENSMUSG00000058756.13,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,-0.03 ,0.00 ,0.00 ,Thra,"28,370",531
ENSMUSG00000058897.17,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.22 ,0.00 ,0.00 ,0.15 ,0.00 ,0.00 ,-0.12 ,0.00 ,0.00 ,Col25a1,"468,378","4,522"
ENSMUSG00000058975.7,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.12 ,0.00 ,0.00 ,-0.05 ,0.00 ,0.00 ,-0.15 ,0.00 ,0.00 ,Kcnc1,"42,209",821
ENSMUSG00000059003.12,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.46 ,0.00 ,0.00 ,-0.01 ,0.00 ,0.01 ,-0.48 ,0.00 ,0.00 ,Grin2a,"427,664","3,147"
ENSMUSG00000059146.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.32 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.33 ,0.00 ,0.00 ,Ntrk3,"562,055","3,958"
ENSMUSG00000059149.17,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.05 ,0.00 ,0.00 ,-0.12 ,0.00 ,0.00 ,Mfsd4,"45,258",520
ENSMUSG00000059173.19,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.47 ,0.00 ,0.00 ,0.35 ,0.00 ,0.00 ,-0.29 ,0.00 ,0.00 ,Pde1a,"295,007","1,992"
ENSMUSG00000059187.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.65 ,0.00 ,0.00 ,0.43 ,0.00 ,0.00 ,-0.53 ,0.00 ,0.00 ,Fam19a1,"544,046","3,552"
ENSMUSG00000059248.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.14 ,0.00 ,0.00 ,0.07 ,0.00 ,0.00 ,-0.11 ,0.00 ,0.00 ,9-Sep,"162,666","2,651"
ENSMUSG00000059288.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.07 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.04 ,0.00 ,0.00 ,Cdyl,"214,232","2,318"
ENSMUSG00000059456.13,[5mCG -]:[5hmCG -]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.15 ,0.00 ,0.00 ,-0.01 ,0.00 ,0.01 ,-0.16 ,0.00 ,0.00 ,Ptk2b,"127,797","1,264"
ENSMUSG00000059495.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.01 ,0.02 ,0.03 ,-0.02 ,0.00 ,0.00 ,Arhgef12,"143,399","1,426"
ENSMUSG00000059586.10,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.05 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Nsmce2,"227,439","1,983"
ENSMUSG00000059602.14,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.06 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.06 ,0.00 ,0.00 ,Syn3,"443,773","3,871"
ENSMUSG00000059742.10,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.42 ,0.00 ,0.00 ,0.24 ,0.00 ,0.00 ,-0.33 ,0.00 ,0.00 ,Kcnh7,"490,875","2,445"
ENSMUSG00000059834.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Sclt1,"115,796",653
ENSMUSG00000059857.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.30 ,0.00 ,0.00 ,0.20 ,0.00 ,0.00 ,-0.19 ,0.00 ,0.00 ,Ntng1,"363,973","2,584"
ENSMUSG00000059890.16,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.04 ,0.00 ,0.00 ,0.04 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Ube4a,"42,475",418
ENSMUSG00000059921.15,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.42 ,0.00 ,0.00 ,0.23 ,0.00 ,0.00 ,-0.33 ,0.00 ,0.00 ,Unc5c,"369,710","2,152"
ENSMUSG00000059974.10,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.53 ,0.00 ,0.00 ,0.36 ,0.00 ,0.00 ,-0.38 ,0.00 ,0.00 ,Ntm,"968,393","7,486"
ENSMUSG00000060012.9,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.00 ,Kif13b,"162,354","1,361"
ENSMUSG00000060098.11,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.03 ,0.00 ,0.00 ,0.03 ,0.00 ,0.00 ,-0.02 ,0.00 ,0.01 ,Prmt7,"41,860",511
ENSMUSG00000060206.11,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.17 ,0.00 ,0.00 ,Zfp462,"138,517","1,776"
ENSMUSG00000060212.13,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.18 ,0.00 ,0.00 ,0.13 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Pcnxl2,"146,811","1,993"
ENSMUSG00000060275.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.10 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,-0.10 ,0.00 ,0.00 ,Nrg2,"179,675","2,186"
ENSMUSG00000060371.12,[5mCG -]:[5hmCG +]:[(5mCG+5hmCG) -],CG,genebody,all_gene,-0.42 ,0.00 ,0.00 ,0.24 ,0.00 ,0.00 ,-0.33 ,0.00 ,0.00 ,Caln1,"477,959","3,820"
