"gene_id","gene_name","type","Gene_length","Cpg_number"
"ENSMUSG00000098397.1","Mir7669","geneslop2k",4058,16
"ENSMUSG00000027942.16","AC163616.2","geneslop2k",20712,208
"ENSMUSG00000090005.1","AC163616.3","geneslop2k",5122,22
"ENSMUSG00000077996.1","Mir190b","geneslop2k",4080,27
"ENSMUSG00000027940.18","Tpm3","geneslop2k",32254,349
"ENSMUSG00000027939.11","Nup210l","geneslop2k",111917,554
"ENSMUSG00000064930.1","Gm23723","geneslop2k",4132,17
"ENSMUSG00000104649.1","RP24-257C17.2","geneslop2k",4291,18
"ENSMUSG00000084527.1","Gm24185","geneslop2k",4105,15
"ENSMUSG00000090733.6","Rps27","geneslop2k",5130,75
"ENSMUSG00000027935.14","Rab13","geneslop2k",16691,163
"ENSMUSG00000027937.15","Jtb","geneslop2k",8242,102
"ENSMUSG00000027938.11","Creb3l4","geneslop2k",10013,86
"ENSMUSG00000052310.9","Slc39a1","geneslop2k",9441,166
"ENSMUSG00000027936.18","Crtc2","geneslop2k",13963,270
"ENSMUSG00000042404.16","Dennd4b","geneslop2k",19485,362
"ENSMUSG00000099199.1","Mir7012","geneslop2k",4064,78
"ENSMUSG00000105350.1","RP23-358O22.1","geneslop2k",5683,94
"ENSMUSG00000042390.9","Gatad2b","geneslop2k",74230,280
"ENSMUSG00000108394.1","RP24-333B11.4","geneslop2k",9498,6
"ENSMUSG00000108689.1","RP24-333B11.5","geneslop2k",6557,8
"ENSMUSG00000027932.14","Slc27a3","geneslop2k",8700,194
"ENSMUSG00000027933.11","Ints3","geneslop2k",46235,458
"ENSMUSG00000027931.12","Npr1","geneslop2k",19276,318
"ENSMUSG00000087411.1","AC145082.2","geneslop2k",9513,96
"ENSMUSG00000105746.1","RP24-333B11.3","geneslop2k",6062,23
"ENSMUSG00000001016.12","Ilf2","geneslop2k",16254,114
"ENSMUSG00000001018.15","Snapin","geneslop2k",7008,80
"ENSMUSG00000001017.15","Chtop","geneslop2k",14543,156
"ENSMUSG00000044080.9","S100a1","geneslop2k",7359,127
"ENSMUSG00000042312.9","S100a13","geneslop2k",14147,95
"ENSMUSG00000042306.11","S100a14","geneslop2k",5982,35
"ENSMUSG00000074457.10","S100a16","geneslop2k",9898,86
"ENSMUSG00000084456.1","Gm24593","geneslop2k",4106,7
"ENSMUSG00000065079.1","Gm23464","geneslop2k",4147,15
"ENSMUSG00000001021.12","S100a3","geneslop2k",46125,228
"ENSMUSG00000094018.1","S100a2","geneslop2k",5262,32
"ENSMUSG00000105518.1","RP23-326D6.5","geneslop2k",7982,77
"ENSMUSG00000001020.8","S100a4","geneslop2k",6275,59
"ENSMUSG00000001023.10","S100a5","geneslop2k",7258,63
"ENSMUSG00000001025.8","S100a6","geneslop2k",15300,111
"ENSMUSG00000105644.1","RP24-174D10.3","geneslop2k",4153,21
"ENSMUSG00000063767.4","S100a7a","geneslop2k",8653,46
"ENSMUSG00000056054.9","S100a8","geneslop2k",5058,22
"ENSMUSG00000056071.12","S100a9","geneslop2k",7090,29
"ENSMUSG00000105819.1","RP24-174D10.4","geneslop2k",4734,12
"ENSMUSG00000106117.1","RP24-174D10.5","geneslop2k",4903,20
"ENSMUSG00000042250.13","Pglyrp4","geneslop2k",18612,61
"ENSMUSG00000105892.1","RP24-174D10.6","geneslop2k",4832,34
"ENSMUSG00000096621.1","Gm5849","geneslop2k",5931,15
"ENSMUSG00000106174.1","RP23-111A11.1","geneslop2k",5883,11
"ENSMUSG00000106257.1","RP23-309N14.1","geneslop2k",11102,10
"ENSMUSG00000105919.1","RP24-296O9.1","geneslop2k",4303,6
"ENSMUSG00000086377.1","AC127257.1","geneslop2k",7534,71
"ENSMUSG00000091175.2","RP24-296O9.2","geneslop2k",6667,15
"ENSMUSG00000077085.1","Gm23697","geneslop2k",4110,4
"ENSMUSG00000042244.4","Pglyrp3","geneslop2k",21000,80
"ENSMUSG00000082826.1","Mif-ps3","geneslop2k",4345,47
"ENSMUSG00000096133.1","Gm25145","geneslop2k",4110,3
"ENSMUSG00000043165.7","Lor","geneslop2k",6872,40
"ENSMUSG00000104981.1","RP23-381I16.5","geneslop2k",6281,8
"ENSMUSG00000104791.1","RP23-381I16.3","geneslop2k",44159,127
"ENSMUSG00000106143.1","RP23-381I16.4","geneslop2k",10126,33
"ENSMUSG00000056270.3","Prr9","geneslop2k",5744,27
"ENSMUSG00000027927.5","Lelp1","geneslop2k",11748,27
"ENSMUSG00000105476.1","RP23-381I16.6","geneslop2k",11687,31
"ENSMUSG00000078664.2","Sprr2a1","geneslop2k",10113,31
"ENSMUSG00000068893.5","Sprr2a2","geneslop2k",44805,115
"ENSMUSG00000103286.1","RP23-36C9.2","geneslop2k",5206,34
"ENSMUSG00000103187.1","RP24-574O8.9","geneslop2k",7309,8
"ENSMUSG00000104028.1","RP24-574O8.7","geneslop2k",5204,33
"ENSMUSG00000103385.1","RP24-574O8.8","geneslop2k",7309,8
"ENSMUSG00000074445.4","Sprr2a3","geneslop2k",9989,25
"ENSMUSG00000050092.3","Sprr2b","geneslop2k",5466,15
"ENSMUSG00000103518.1","RP23-36C9.1","geneslop2k",4137,3
"ENSMUSG00000103221.1","Sprr2c-ps","geneslop2k",4301,10
"ENSMUSG00000042212.3","Sprr2d","geneslop2k",5734,13
"ENSMUSG00000055030.1","Sprr2e","geneslop2k",5307,14
"ENSMUSG00000050635.1","Sprr2f","geneslop2k",5256,14
"ENSMUSG00000046203.11","Sprr2g","geneslop2k",5315,7
"ENSMUSG00000046259.2","Sprr2h","geneslop2k",5640,4
"ENSMUSG00000042157.2","Sprr2i","geneslop2k",5281,10
"ENSMUSG00000027925.2","Sprr2j-ps","geneslop2k",5315,13
"ENSMUSG00000042165.8","RP23-39I4.9","geneslop2k",5392,50
"ENSMUSG00000054215.2","Sprr2k","geneslop2k",5344,20
"ENSMUSG00000048455.9","Sprr1b","geneslop2k",5981,21
"ENSMUSG00000045539.3","Sprr3","geneslop2k",6219,20
"ENSMUSG00000102345.1","RP23-39I4.11","geneslop2k",4304,4
"ENSMUSG00000050359.7","Sprr1a","geneslop2k",5944,15
"ENSMUSG00000045566.1","Sprr4","geneslop2k",4231,12
"ENSMUSG00000102308.1","RP24-157G15.1","geneslop2k",6007,24
"ENSMUSG00000049128.7","Ivl","geneslop2k",6834,13
"ENSMUSG00000074435.10","Smcp","geneslop2k",9131,26
"ENSMUSG00000103523.1","RP24-157G15.4","geneslop2k",6775,12
"ENSMUSG00000086848.3","Lce6a","geneslop2k",5580,24
"ENSMUSG00000057609.6","Lce1a1","geneslop2k",5773,16
"ENSMUSG00000027923.3","Lce1b","geneslop2k",5277,25
"ENSMUSG00000104215.1","Rpl13-ps4","geneslop2k",4628,11
"ENSMUSG00000068890.8","Lce1a2","geneslop2k",5703,8
"ENSMUSG00000042092.5","Lce1c","geneslop2k",5672,19
"ENSMUSG00000103243.1","Lce1d","geneslop2k",5712,18
"ENSMUSG00000091421.3","RP24-496A9.6","geneslop2k",4733,39
"ENSMUSG00000068889.1","Lce1e","geneslop2k",5674,16
"ENSMUSG00000042124.5","Lce1f","geneslop2k",5666,18
"ENSMUSG00000103084.1","RP24-435G16.5","geneslop2k",5446,8
"ENSMUSG00000027919.5","Lce1g","geneslop2k",6191,20
"ENSMUSG00000049593.8","Lce1h","geneslop2k",5851,8
"ENSMUSG00000068888.3","Lce1i","geneslop2k",5690,19
"ENSMUSG00000068887.4","Lce1j","geneslop2k",5675,13
"ENSMUSG00000095870.1","Lce1k","geneslop2k",5601,10
"ENSMUSG00000059832.4","Kprp","geneslop2k",8174,70
"ENSMUSG00000102469.1","RP24-435G16.7","geneslop2k",4387,5
"ENSMUSG00000046676.4","Lce1l","geneslop2k",5338,17
"ENSMUSG00000090314.2","RP24-341I21.3","geneslop2k",5858,37
"ENSMUSG00000054325.5","Lce3a","geneslop2k",4944,17
"ENSMUSG00000042031.4","Lce3b","geneslop2k",5119,14
"ENSMUSG00000104364.1","RP24-341I21.6","geneslop2k",4392,21
"ENSMUSG00000045475.5","Lce3c","geneslop2k",5248,10
"ENSMUSG00000087835.1","Gm24481","geneslop2k",4102,12
"ENSMUSG00000043472.10","Lce3d","geneslop2k",5116,14
"ENSMUSG00000065665.1","Gm22577","geneslop2k",4109,7
"ENSMUSG00000074433.4","Lce3e","geneslop2k",5221,25
"ENSMUSG00000068885.4","Lce3f","geneslop2k",5201,17
"ENSMUSG00000027913.5","Crct1","geneslop2k",5483,59
"ENSMUSG00000027912.8","Lce1m","geneslop2k",5251,32
"ENSMUSG00000104298.1","RP23-279D12.2","geneslop2k",4225,10
"ENSMUSG00000096879.2","RP23-279D12.3","geneslop2k",10683,21
"ENSMUSG00000103628.1","RP23-279D12.4","geneslop2k",4132,31
"ENSMUSG00000078657.6","Crnn","geneslop2k",9033,36
"ENSMUSG00000103902.1","RP23-279D12.6","geneslop2k",4691,7
"ENSMUSG00000049133.7","Flg2","geneslop2k",28114,327
"ENSMUSG00000102609.1","RP23-120D6.2","geneslop2k",5548,17
"ENSMUSG00000102439.4","Flg","geneslop2k",24164,808
"ENSMUSG00000081640.1","Rplp0-ps1","geneslop2k",4933,98
"ENSMUSG00000102485.1","RP23-227A12.2","geneslop2k",4455,6
"ENSMUSG00000103273.1","RP23-227A12.4","geneslop2k",6544,13
"ENSMUSG00000102476.1","RP23-227A12.5","geneslop2k",162892,989
"ENSMUSG00000041991.18","Hrnr","geneslop2k",17822,170
"ENSMUSG00000106242.1","Gm44353","geneslop2k",4138,15
"ENSMUSG00000103765.1","RP23-346B13.2","geneslop2k",5199,25
"ENSMUSG00000041984.2","Rptn","geneslop2k",9744,41
"ENSMUSG00000104171.1","RP23-346B13.4","geneslop2k",4783,9
"ENSMUSG00000076037.1","Gm22752","geneslop2k",4109,45
"ENSMUSG00000057829.5","RP23-346B13.3","geneslop2k",4552,49
"ENSMUSG00000052415.5","Tchh","geneslop2k",10748,357
"ENSMUSG00000027908.2","Tchhl1","geneslop2k",7227,37
"ENSMUSG00000104135.1","RP23-298L2.1","geneslop2k",4486,3
"ENSMUSG00000027907.4","S100a11","geneslop2k",9800,94
"ENSMUSG00000103031.1","RP23-298L2.2","geneslop2k",4237,13
"ENSMUSG00000041959.14","S100a10","geneslop2k",13564,128
"ENSMUSG00000103406.1","RP23-455B5.4","geneslop2k",5113,15
"ENSMUSG00000104470.1","RP23-455B5.3","geneslop2k",7505,5
"ENSMUSG00000103362.1","Tdpoz2","geneslop2k",5145,13
"ENSMUSG00000094084.2","Tdpoz1","geneslop2k",10978,15
"ENSMUSG00000104144.1","RP23-455B5.8","geneslop2k",4197,17
"ENSMUSG00000103350.1","RP23-455B5.5","geneslop2k",5021,19
"ENSMUSG00000104229.1","RP23-455B5.9","geneslop2k",4196,21
"ENSMUSG00000102511.1","RP23-455B5.7","geneslop2k",4434,12
"ENSMUSG00000103210.1","RP23-455B5.6","geneslop2k",5021,21
"ENSMUSG00000068879.4","RP24-443G4.1","geneslop2k",5143,9
"ENSMUSG00000060256.1","Tdpoz4","geneslop2k",5113,18
"ENSMUSG00000058005.3","Tdpoz3","geneslop2k",5098,14
"ENSMUSG00000103512.1","RP23-199D18.8","geneslop2k",4196,22
"ENSMUSG00000102169.1","RP23-199D18.4","geneslop2k",5018,17
"ENSMUSG00000102933.1","RP23-199D18.5","geneslop2k",5018,20
"ENSMUSG00000102769.1","RP23-199D18.7","geneslop2k",4410,11
"ENSMUSG00000095822.2","RP23-199D18.6","geneslop2k",10911,15
"ENSMUSG00000102445.1","RP23-242N11.12","geneslop2k",4196,25
"ENSMUSG00000094163.1","Tdpoz5","geneslop2k",5023,20
"ENSMUSG00000103841.1","RP23-199D18.9","geneslop2k",4190,18
"ENSMUSG00000102804.1","RP23-242N11.3","geneslop2k",4403,14
"ENSMUSG00000104460.1","RP23-242N11.2","geneslop2k",5071,22
"ENSMUSG00000104059.1","RP23-242N11.4","geneslop2k",5092,16
"ENSMUSG00000102857.1","RP23-242N11.5","geneslop2k",4196,20
"ENSMUSG00000094328.2","RP23-199D18.1","geneslop2k",10905,18
"ENSMUSG00000102655.1","RP23-242N11.13","geneslop2k",4196,24
"ENSMUSG00000095251.1","RP23-242N11.11","geneslop2k",5023,20
"ENSMUSG00000102696.1","RP23-242N11.14","geneslop2k",4190,20
"ENSMUSG00000103239.1","RP23-242N11.6","geneslop2k",4406,12
"ENSMUSG00000102462.1","RP23-242N11.7","geneslop2k",5089,21
"ENSMUSG00000104338.1","RP23-242N11.10","geneslop2k",5089,10
"ENSMUSG00000102949.1","RP23-242N11.9","geneslop2k",4196,20
"ENSMUSG00000102311.1","RP23-242N11.8","geneslop2k",5091,18
"ENSMUSG00000102285.1","RP23-242N11.15","geneslop2k",4190,22
"ENSMUSG00000089826.1","RP23-232B20.3","geneslop2k",4404,24
"ENSMUSG00000074424.3","RP23-232B20.1","geneslop2k",7782,26
"ENSMUSG00000090268.1","RP23-232B20.2","geneslop2k",7089,24
"ENSMUSG00000090111.1","RP23-232B20.8","geneslop2k",4189,23
"ENSMUSG00000089689.1","RP23-232B20.4","geneslop2k",5098,12
"ENSMUSG00000089893.1","RP23-232B20.5","geneslop2k",5007,9
"ENSMUSG00000089696.3","RP23-232B20.6","geneslop2k",6749,22
"ENSMUSG00000089891.1","RP23-232B20.7","geneslop2k",4192,26
"ENSMUSG00000028145.9","Them4","geneslop2k",26452,160
"ENSMUSG00000105506.1","RP23-148G12.2","geneslop2k",4939,6
"ENSMUSG00000028148.11","Them5","geneslop2k",9254,50
"ENSMUSG00000105708.1","RP23-148G12.3","geneslop2k",8336,31
"ENSMUSG00000091648.2","C2cd4d","geneslop2k",6129,148
"ENSMUSG00000104669.1","RP23-148G12.5","geneslop2k",12634,121
"ENSMUSG00000028150.14","Rorc","geneslop2k",29483,272
"ENSMUSG00000105391.1","RP23-298M23.3","geneslop2k",13878,149
"ENSMUSG00000044505.5","Lingo4","geneslop2k",9985,119
"ENSMUSG00000097515.2","RP23-298M23.5","geneslop2k",7525,101
"ENSMUSG00000041912.12","Tdrkh","geneslop2k",25396,179
"ENSMUSG00000106032.1","RP23-298M23.7","geneslop2k",8886,101
"ENSMUSG00000104756.1","RP23-298M23.8","geneslop2k",4774,11
"ENSMUSG00000028141.11","Oaz3","geneslop2k",15502,131
"ENSMUSG00000028140.13","Mrpl9","geneslop2k",11813,111
"ENSMUSG00000104695.1","RP23-298M23.9","geneslop2k",4889,46
"ENSMUSG00000028139.5","Riiad1","geneslop2k",19359,202
"ENSMUSG00000028137.9","Celf3","geneslop2k",17904,243
"ENSMUSG00000028136.15","Snx27","geneslop2k",89173,370
"ENSMUSG00000106061.1","RP23-298M23.11","geneslop2k",6162,9
"ENSMUSG00000104631.1","RP23-298M23.12","geneslop2k",4878,4
"ENSMUSG00000105412.1","RP24-276A6.1","geneslop2k",5258,23
"ENSMUSG00000105522.1","AC127252.1","geneslop2k",4194,18
"ENSMUSG00000062896.3","Rpl31-ps11","geneslop2k",4377,32
"ENSMUSG00000005968.14","Tuft1","geneslop2k",50116,349
"ENSMUSG00000078655.1","Gm10972","geneslop2k",4489,3
"ENSMUSG00000085250.1","AC127252.4","geneslop2k",5155,113
"ENSMUSG00000085006.7","AC127252.5","geneslop2k",12867,114
"ENSMUSG00000068877.12","Selenbp2","geneslop2k",14858,104
"ENSMUSG00000081355.1","AC150033.3","geneslop2k",42094,177
"ENSMUSG00000104881.1","RP23-449N19.1","geneslop2k",4373,3
"ENSMUSG00000068876.14","Cgn","geneslop2k",30424,399
"ENSMUSG00000084058.1","AC087903.1","geneslop2k",4829,38
"ENSMUSG00000038902.14","Pogz","geneslop2k",48760,371
"ENSMUSG00000005779.12","Psmb4","geneslop2k",6869,105
"ENSMUSG00000087720.1","Gm26279","geneslop2k",4102,28
"ENSMUSG00000068874.13","Selenbp1","geneslop2k",15703,113
"ENSMUSG00000005774.12","Rfx5","geneslop2k",11487,167
"ENSMUSG00000087660.1","AC087062.5","geneslop2k",7015,52
"ENSMUSG00000038861.14","Pi4kb","geneslop2k",36113,275
"ENSMUSG00000084846.1","AC087062.7","geneslop2k",6941,41
"ENSMUSG00000086288.1","AC087062.8","geneslop2k",10070,54
"ENSMUSG00000099033.1","Mir7013","geneslop2k",4072,27
"ENSMUSG00000019338.13","Zfp687","geneslop2k",12859,261
"ENSMUSG00000085956.1","AC087062.10","geneslop2k",8514,178
"ENSMUSG00000005625.15","Psmd4","geneslop2k",13921,134
"ENSMUSG00000028126.16","Pip5k1a","geneslop2k",52401,280
"ENSMUSG00000064952.1","Gm24920","geneslop2k",4085,13
"ENSMUSG00000064590.1","Gm22301","geneslop2k",4107,10
"ENSMUSG00000008958.14","Vps72","geneslop2k",16030,151
"ENSMUSG00000005628.12","Tmod4","geneslop2k",8734,115
"ENSMUSG00000092607.9","Scnm1","geneslop2k",8476,141
"ENSMUSG00000053769.5","Lysmd1","geneslop2k",9431,189
"ENSMUSG00000098498.1","Mir8099-1","geneslop2k",4127,100
"ENSMUSG00000013707.3","Tnfaip8l2","geneslop2k",6840,131
"ENSMUSG00000098198.1","RP24-290G2.1","geneslop2k",4536,38
"ENSMUSG00000038777.19","Sema6c","geneslop2k",17568,445
"ENSMUSG00000038766.16","Gabpb2","geneslop2k",40151,250
"ENSMUSG00000097167.1","RP24-372P19.2","geneslop2k",13202,153
"ENSMUSG00000053192.9","Mllt11","geneslop2k",17037,273
"ENSMUSG00000046722.14","Cdc42se1","geneslop2k",11678,220
"ENSMUSG00000068860.5","AC140190.2","geneslop2k",8679,138
"ENSMUSG00000028115.16","Bnipl","geneslop2k",13923,166
"ENSMUSG00000015711.8","Prune","geneslop2k",32403,323
"ENSMUSG00000038712.16","Fam63a","geneslop2k",18822,247
"ENSMUSG00000015702.13","Anxa9","geneslop2k",15081,113
"ENSMUSG00000093424.3","RP24-372P19.1","geneslop2k",12052,156
"ENSMUSG00000015714.11","Cers2","geneslop2k",12809,186
"ENSMUSG00000015697.14","Setdb1","geneslop2k",37678,225
"ENSMUSG00000105860.1","RP23-407B16.2","geneslop2k",4194,10
"ENSMUSG00000103900.1","AC092202.4","geneslop2k",5443,89
"ENSMUSG00000105734.1","RP23-407B16.3","geneslop2k",20381,43
"ENSMUSG00000096177.2","RP23-407B16.1","geneslop2k",4862,33
"ENSMUSG00000104646.1","RP23-407B16.4","geneslop2k",4400,14
"ENSMUSG00000097532.1","RP23-407B16.5","geneslop2k",7417,81
"ENSMUSG00000015522.18","Arnt","geneslop2k",66853,329
"ENSMUSG00000105395.1","RP23-422N18.1","geneslop2k",4352,15
"ENSMUSG00000028111.4","Ctsk","geneslop2k",14107,109
"ENSMUSG00000038642.10","Ctss","geneslop2k",33618,152
"ENSMUSG00000083822.1","Hmgb1-ps5","geneslop2k",4557,28
"ENSMUSG00000028109.14","Hormad1","geneslop2k",31995,113
"ENSMUSG00000046519.15","Golph3l","geneslop2k",34314,103
"ENSMUSG00000105460.1","RP23-422N18.3","geneslop2k",5604,36
"ENSMUSG00000060438.5","Rps10-ps1","geneslop2k",4495,45
"ENSMUSG00000038619.12","Ensa","geneslop2k",11110,109
"ENSMUSG00000106383.1","RP23-231L15.4","geneslop2k",5742,24
"ENSMUSG00000038612.16","Mcl1","geneslop2k",8389,182
"ENSMUSG00000015850.11","Adamtsl4","geneslop2k",15717,248
"ENSMUSG00000028108.15","Ecm1","geneslop2k",9423,161
"ENSMUSG00000098737.1","Mir7014","geneslop2k",4063,85
"ENSMUSG00000028107.14","Tars2","geneslop2k",24231,236
"ENSMUSG00000028106.13","Rprd2","geneslop2k",62523,451
"ENSMUSG00000104967.1","RP23-218K6.1","geneslop2k",4147,28
"ENSMUSG00000089493.1","Gm26361","geneslop2k",4186,8
"ENSMUSG00000105093.1","RP23-218K6.4","geneslop2k",4895,33
"ENSMUSG00000015748.13","Prpf3","geneslop2k",29762,208
"ENSMUSG00000097189.1","RP23-218K6.6","geneslop2k",9520,115
"ENSMUSG00000054312.6","Mrps21","geneslop2k",12886,149
"ENSMUSG00000080727.2","C920021L13Rik","geneslop2k",21572,250
"ENSMUSG00000038550.10","Ciart","geneslop2k",7749,152
"ENSMUSG00000038543.13","AC092855.1","geneslop2k",12052,173
"ENSMUSG00000015750.15","Aph1a","geneslop2k",8320,159
"ENSMUSG00000038526.14","Car14","geneslop2k",10924,167
"ENSMUSG00000015749.12","Anp32e","geneslop2k",22145,333
"ENSMUSG00000106262.1","RP23-49O17.4","geneslop2k",6480,62
"ENSMUSG00000106640.1","RP23-49O17.5","geneslop2k",4360,32
"ENSMUSG00000015745.9","Plekho1","geneslop2k",11573,263
"ENSMUSG00000015747.5","Vps45","geneslop2k",62635,446
"ENSMUSG00000105995.1","RP23-261M19.2","geneslop2k",4186,25
"ENSMUSG00000038495.14","Otud7b","geneslop2k",60603,420
"ENSMUSG00000045934.15","Mtmr11","geneslop2k",13715,190
"ENSMUSG00000097204.2","RP23-261M19.4","geneslop2k",8953,132
"ENSMUSG00000068856.3","Sf3b4","geneslop2k",9233,134
"ENSMUSG00000084686.1","Gm22027","geneslop2k",4127,29
"ENSMUSG00000038486.9","Sv2a","geneslop2k",18371,293
"ENSMUSG00000015943.11","Bola1","geneslop2k",27122,309
"ENSMUSG00000086556.2","AC125099.7","geneslop2k",14542,214
"ENSMUSG00000063689.4","Hist2h2ab","geneslop2k",4444,172
"ENSMUSG00000068855.3","Hist2h2ac","geneslop2k",4520,174
"ENSMUSG00000106431.1","Gm44492","geneslop2k",4141,171
"ENSMUSG00000068854.7","Hist2h2be","geneslop2k",6620,180
"ENSMUSG00000081058.5","Hist2h3c2","geneslop2k",5020,245
"ENSMUSG00000093577.1","RP24-201C14.5","geneslop2k",6427,249
"ENSMUSG00000063954.7","Hist2h2aa1","geneslop2k",4528,244
"ENSMUSG00000106587.1","Gm47311","geneslop2k",4138,238
"ENSMUSG00000093553.1","RP24-201C14.6","geneslop2k",6831,235
"ENSMUSG00000064220.6","Hist2h2aa2","geneslop2k",4586,229
"ENSMUSG00000070392.5","RP24-201C14.4","geneslop2k",6956,241
"ENSMUSG00000105610.1","Gm47313","geneslop2k",4138,227
"ENSMUSG00000093769.4","Hist2h3c1","geneslop2k",5825,234
"ENSMUSG00000093507.1","RP24-201C14.11","geneslop2k",5659,27
"ENSMUSG00000091405.2","Hist2h4","geneslop2k",5630,107
"ENSMUSG00000103940.1","RP24-201C14.12","geneslop2k",5602,110
"ENSMUSG00000093656.1","RP24-201C14.10","geneslop2k",7215,141
"ENSMUSG00000074403.2","Hist2h3b","geneslop2k",4488,130
"ENSMUSG00000050936.5","RP23-16G3.1","geneslop2k",13281,232
"ENSMUSG00000105827.1","Hist2h2bb","geneslop2k",4381,124
"ENSMUSG00000015947.10","Fcgr1","geneslop2k",15061,121
"ENSMUSG00000095701.1","Gm24830","geneslop2k",4166,64
"ENSMUSG00000097851.5","Platr30","geneslop2k",17194,256
"ENSMUSG00000097807.1","RP23-16G3.4","geneslop2k",12468,145
"ENSMUSG00000095580.1","Rnu1b1","geneslop2k",4165,70
"ENSMUSG00000093834.1","Rnu1b2","geneslop2k",4165,65
"ENSMUSG00000097420.7","Gm17575","geneslop2k",17219,255
"ENSMUSG00000097753.1","Gm26689","geneslop2k",12491,145
"ENSMUSG00000097539.1","RP23-404J7.4","geneslop2k",4865,55
"ENSMUSG00000097299.1","RP23-404J7.5","geneslop2k",4568,89
"ENSMUSG00000097041.1","Pafah1b1-ps1","geneslop2k",5543,89
"ENSMUSG00000095836.3","RP23-404J7.3","geneslop2k",4452,80
"ENSMUSG00000064796.1","Terc","geneslop2k",4423,88
"ENSMUSG00000095513.1","Gm24136","geneslop2k",4165,38
"ENSMUSG00000046317.14","RP23-404J7.7","geneslop2k",22519,331
"ENSMUSG00000096838.1","Gm26232","geneslop2k",4166,195
"ENSMUSG00000104642.1","RP23-404J7.8","geneslop2k",5115,53
"ENSMUSG00000106429.1","RP23-404J7.10","geneslop2k",16448,287
"ENSMUSG00000065773.1","Rnu1b6","geneslop2k",4166,195
"ENSMUSG00000106641.1","RP23-404J7.9","geneslop2k",6853,58
"ENSMUSG00000098392.1","Gm28001","geneslop2k",4117,86
"ENSMUSG00000095260.1","Gm25890","geneslop2k",4165,131
"ENSMUSG00000094812.1","Gm22614","geneslop2k",4165,114
"ENSMUSG00000038403.10","Hfe2","geneslop2k",8039,121
"ENSMUSG00000074398.5","AC122037.2","geneslop2k",15037,197
"ENSMUSG00000038393.14","Txnip","geneslop2k",7927,151
"ENSMUSG00000087610.1","AC122037.6","geneslop2k",7680,112
"ENSMUSG00000028104.14","Polr3gl","geneslop2k",20310,186
"ENSMUSG00000049097.9","Ankrd34a","geneslop2k",7140,224
"ENSMUSG00000049288.4","Lix1l","geneslop2k",29023,188
"ENSMUSG00000045327.7","AC122037.7","geneslop2k",27162,167
"ENSMUSG00000038374.10","Rbm8a","geneslop2k",7859,109
"ENSMUSG00000028102.15","Pex11b","geneslop2k",13991,152
"ENSMUSG00000106447.1","RP23-204O17.1","geneslop2k",21628,255
"ENSMUSG00000090210.7","Itga10","geneslop2k",22936,255
"ENSMUSG00000105144.1","Rpl21-ps11","geneslop2k",4480,20
"ENSMUSG00000038354.13","Ankrd35","geneslop2k",24902,290
"ENSMUSG00000028101.18","Pias3","geneslop2k",13687,267
"ENSMUSG00000028100.11","Nudt17","geneslop2k",6496,109
"ENSMUSG00000028099.8","Polr3c","geneslop2k",20139,245
"ENSMUSG00000065669.1","Gm22581","geneslop2k",4136,35
"ENSMUSG00000104795.1","RP23-204O17.4","geneslop2k",4795,39
"ENSMUSG00000028098.13","Rnf115","geneslop2k",67975,297
"ENSMUSG00000105976.1","RP23-395B13.2","geneslop2k",4522,26
"ENSMUSG00000038304.14","Cd160","geneslop2k",34589,258
"ENSMUSG00000038298.14","Pdzk1","geneslop2k",45643,393
"ENSMUSG00000087223.2","AC127297.4","geneslop2k",6271,85
"ENSMUSG00000028096.13","Gpr89","geneslop2k",41066,379
"ENSMUSG00000057123.14","Gja5","geneslop2k",176724,1305
"ENSMUSG00000049908.6","Gja8","geneslop2k",16455,154
"ENSMUSG00000105385.1","RP24-86K23.1","geneslop2k",6050,46
"ENSMUSG00000104766.1","RP23-97A19.1","geneslop2k",50130,292
"ENSMUSG00000106324.1","RP23-97A19.2","geneslop2k",4603,25
"ENSMUSG00000088511.1","Gm24435","geneslop2k",4110,1
"ENSMUSG00000028093.15","Acp6","geneslop2k",22523,229
"ENSMUSG00000038256.15","Bcl9","geneslop2k",98256,1045
"ENSMUSG00000106536.1","RP23-394K8.5","geneslop2k",7292,50
"ENSMUSG00000104745.1","RP23-394K8.3","geneslop2k",5189,63
"ENSMUSG00000051392.5","Olfr1402","geneslop2k",18571,40
"ENSMUSG00000028089.5","Chd1l","geneslop2k",53462,673
"ENSMUSG00000105004.1","RP24-316D12.2","geneslop2k",7905,96
"ENSMUSG00000028088.14","Fmo5","geneslop2k",30479,229
"ENSMUSG00000038205.12","Prkab2","geneslop2k",19620,281
