genebody,chrom,end,start
ENSMUSG00000046947.12,chr6,39588769,39573873
ENSMUSG00000086582.1,chr6,39592784,39584092
ENSMUSG00000107071.1,chr6,39596595,39585753
ENSMUSG00000002416.13,chr6,39603382,39592574
ENSMUSG00000002413.15,chr6,39725463,39603237
ENSMUSG00000091313.1,chr6,39653965,39653450
ENSMUSG00000029918.9,chr6,39810988,39801804
ENSMUSG00000106936.1,chr6,39828773,39828200
ENSMUSG00000106827.1,chr6,39844295,39843212
ENSMUSG00000097406.1,chr6,39871971,39871532
ENSMUSG00000057716.6,chr6,40255150,39873271
ENSMUSG00000103331.1,chr6,40028607,40026894
ENSMUSG00000102623.1,chr6,40101172,40098722
ENSMUSG00000097563.1,chr6,40129477,40118779
ENSMUSG00000097484.1,chr6,40209259,40203298
ENSMUSG00000102287.1,chr6,40229045,40226219
ENSMUSG00000029916.11,chr6,40396762,40325172
ENSMUSG00000037172.14,chr6,40436135,40401375
ENSMUSG00000037159.11,chr6,40466813,40439088
ENSMUSG00000029911.14,chr6,40484700,40471352
ENSMUSG00000052850.5,chr6,40492305,40491233
ENSMUSG00000037140.6,chr6,40494541,40493529
ENSMUSG00000029909.6,chr6,40519508,40514824
ENSMUSG00000107359.1,chr6,40523215,40522804
ENSMUSG00000068259.4,chr6,40555050,40542171
ENSMUSG00000045514.5,chr6,40574343,40569487
ENSMUSG00000029915.14,chr6,40585821,40574894
ENSMUSG00000058250.2,chr6,40613310,40612315
ENSMUSG00000068587.9,chr6,40769123,40628831
ENSMUSG00000102802.2,chr6,40855600,40778711
ENSMUSG00000029885.3,chr6,40887494,40878794
ENSMUSG00000104084.1,chr6,40890870,40889528
ENSMUSG00000076461.2,chr6,40891885,40891229
ENSMUSG00000051936.4,chr6,40900387,40895270
ENSMUSG00000029883.12,chr6,40940557,40920437
ENSMUSG00000063252.6,chr6,40951870,40948375
ENSMUSG00000101629.1,chr6,40950521,40950224
ENSMUSG00000094808.2,chr6,40968435,40964754
ENSMUSG00000096525.2,chr6,40999479,40995830
ENSMUSG00000104408.1,chr6,41011368,41011181
ENSMUSG00000104105.1,chr6,41021884,41021243
ENSMUSG00000103157.1,chr6,41026645,41026265
ENSMUSG00000029882.5,chr6,41035509,41030268
ENSMUSG00000076462.2,chr6,41047995,41047340
ENSMUSG00000076463.2,chr6,41048828,41048290
ENSMUSG00000103586.5,chr6,41063102,41055883
ENSMUSG00000107486.1,chr6,41059886,41059394
ENSMUSG00000076465.2,chr6,41062803,41062332
ENSMUSG00000103807.1,chr6,41067154,41066879
ENSMUSG00000102622.1,chr6,41080654,41080253
ENSMUSG00000103833.1,chr6,41091983,41081587
ENSMUSG00000102821.1,chr6,41085105,41084821
ENSMUSG00000104198.1,chr6,41088288,41087999
ENSMUSG00000091671.1,chr6,41092228,41091940
ENSMUSG00000102903.1,chr6,41107303,41107044
ENSMUSG00000095574.2,chr6,41114067,41113550
ENSMUSG00000076467.3,chr6,41116468,41116007
ENSMUSG00000094525.2,chr6,41119364,41118851
ENSMUSG00000076469.3,chr6,41121832,41121396
ENSMUSG00000102327.1,chr6,41128076,41127592
ENSMUSG00000076470.1,chr6,41130585,41130147
ENSMUSG00000076471.3,chr6,41135616,41135145
ENSMUSG00000076472.2,chr6,41141658,41141188
ENSMUSG00000076473.3,chr6,41152230,41151740
ENSMUSG00000076474.3,chr6,41163556,41163062
ENSMUSG00000102409.1,chr6,41175608,41175315
ENSMUSG00000076475.2,chr6,41179048,41178375
ENSMUSG00000076476.1,chr6,41188977,41188273
ENSMUSG00000076477.3,chr6,41203044,41202550
ENSMUSG00000102988.1,chr6,41212534,41212244
ENSMUSG00000076478.7,chr6,41216526,41216073
ENSMUSG00000102955.1,chr6,41218557,41218091
ENSMUSG00000104473.1,chr6,41222203,41221931
ENSMUSG00000076479.3,chr6,41227993,41227505
ENSMUSG00000103042.1,chr6,41253771,41253328
ENSMUSG00000104254.1,chr6,41258579,41258303
ENSMUSG00000104326.1,chr6,41267150,41266887
ENSMUSG00000076480.2,chr6,41271881,41271394
ENSMUSG00000076481.7,chr6,41281990,41281376
ENSMUSG00000054106.7,chr6,41305532,41302269
ENSMUSG00000103797.1,chr6,41306765,41306203
ENSMUSG00000036938.17,chr6,41316841,41311233
ENSMUSG00000071521.4,chr6,41357914,41354105
ENSMUSG00000071519.6,chr6,41377678,41373814
ENSMUSG00000058119.6,chr6,41397230,41392356
ENSMUSG00000103397.1,chr6,41407267,41406915
ENSMUSG00000059014.8,chr6,41419589,41416912
ENSMUSG00000071517.6,chr6,41446145,41442216
ENSMUSG00000062751.5,chr6,41463786,41458932
ENSMUSG00000102221.1,chr6,41481719,41480508
ENSMUSG00000104513.1,chr6,41494967,41494521
ENSMUSG00000102616.1,chr6,41497304,41496929
ENSMUSG00000103699.1,chr6,41505654,41504124
ENSMUSG00000057163.3,chr6,41525079,41521787
ENSMUSG00000095668.1,chr6,41533212,41533201
ENSMUSG00000076483.1,chr6,41533911,41533864
ENSMUSG00000076484.1,chr6,41534048,41534001
ENSMUSG00000076485.2,chr6,41534376,41534323
ENSMUSG00000076486.1,chr6,41534861,41534811
ENSMUSG00000076487.1,chr6,41535133,41535084
ENSMUSG00000076488.1,chr6,41535606,41535554
ENSMUSG00000076489.2,chr6,41535687,41535642
ENSMUSG00000076490.6,chr6,41539881,41538218
ENSMUSG00000094569.1,chr6,41542176,41542163
ENSMUSG00000076492.1,chr6,41542803,41542754
ENSMUSG00000076493.1,chr6,41543007,41542957
ENSMUSG00000076494.1,chr6,41543271,41543223
ENSMUSG00000076495.1,chr6,41543410,41543362
ENSMUSG00000076496.1,chr6,41543501,41543453
ENSMUSG00000090818.1,chr6,41543645,41543598
ENSMUSG00000076497.1,chr6,41543856,41543810
ENSMUSG00000076498.2,chr6,41548352,41546730
ENSMUSG00000076499.3,chr6,41558452,41557691
ENSMUSG00000098970.1,chr6,41602305,41602244
ENSMUSG00000029869.7,chr6,41620509,41605482
ENSMUSG00000029868.13,chr6,41636405,41620624
ENSMUSG00000036899.10,chr6,41680769,41652173
ENSMUSG00000029867.5,chr6,41685717,41684431
ENSMUSG00000029866.13,chr6,41704339,41686330
ENSMUSG00000103788.1,chr6,41696186,41692640
ENSMUSG00000045479.7,chr6,41775177,41768770
ENSMUSG00000058499.9,chr6,41852065,41847535
ENSMUSG00000014104.12,chr6,41864413,41852989
ENSMUSG00000029865.4,chr6,41956098,41951630
ENSMUSG00000062833.2,chr6,41973090,41968140
ENSMUSG00000023289.11,chr6,42042851,42038394
ENSMUSG00000107543.1,chr6,42106548,42105700
ENSMUSG00000047102.4,chr6,42141895,42140936
ENSMUSG00000051917.3,chr6,42216287,42215328
ENSMUSG00000029864.7,chr6,42250447,42245935
ENSMUSG00000071506.3,chr6,42264555,42261970
ENSMUSG00000029863.13,chr6,42282508,42264985
ENSMUSG00000084422.1,chr6,42275727,42275650
ENSMUSG00000029862.15,chr6,42315756,42286685
ENSMUSG00000029861.17,chr6,42324643,42315312
ENSMUSG00000108033.1,chr6,42350862,42328713
ENSMUSG00000065206.1,chr6,42337783,42337677
ENSMUSG00000029860.16,chr6,42360213,42349630
ENSMUSG00000029859.6,chr6,42373268,42358487
ENSMUSG00000101268.6,chr6,42381215,42370671
ENSMUSG00000046652.3,chr6,42401119,42400238
ENSMUSG00000056203.4,chr6,42406526,42405434
ENSMUSG00000048284.4,chr6,42435464,42434535
ENSMUSG00000108150.1,chr6,42443931,42443790
ENSMUSG00000068574.2,chr6,42465196,42459979
ENSMUSG00000091983.3,chr6,42476335,42468015
ENSMUSG00000090631.3,chr6,42487214,42486163
ENSMUSG00000078177.3,chr6,42520313,42519516
ENSMUSG00000071494.5,chr6,42547587,42535664
ENSMUSG00000018656.5,chr6,42597692,42584866
ENSMUSG00000029851.5,chr6,42645254,42623016
ENSMUSG00000036667.14,chr6,42710088,42668002
ENSMUSG00000107986.1,chr6,42722263,42721916
ENSMUSG00000107416.1,chr6,42726022,42725591
ENSMUSG00000107650.1,chr6,42734099,42733934
ENSMUSG00000095831.2,chr6,42746963,42739371
ENSMUSG00000107818.1,chr6,42745250,42745187
ENSMUSG00000095236.2,chr6,42763231,42756404
ENSMUSG00000065034.1,chr6,42775680,42775573
ENSMUSG00000094192.5,chr6,42791619,42785093
ENSMUSG00000108058.1,chr6,42801678,42800743
ENSMUSG00000054431.4,chr6,42819081,42811939
ENSMUSG00000087766.1,chr6,42832884,42832779
ENSMUSG00000049168.9,chr6,42839516,42834384
ENSMUSG00000043119.5,chr6,42899085,42890441
ENSMUSG00000045708.4,chr6,42914273,42908878
ENSMUSG00000073111.3,chr6,42931141,42921377
ENSMUSG00000108157.1,chr6,42934907,42934594
ENSMUSG00000073110.3,chr6,42956764,42949067
ENSMUSG00000091008.1,chr6,42981150,42980690
ENSMUSG00000091386.2,chr6,43095584,43067308
ENSMUSG00000076500.2,chr6,43082097,43081518
ENSMUSG00000108193.1,chr6,43099715,43099400
ENSMUSG00000094669.3,chr6,43117803,43106369
ENSMUSG00000107889.1,chr6,43123266,43122350
ENSMUSG00000108149.1,chr6,43138439,43138133
ENSMUSG00000094200.2,chr6,43157169,43146567
ENSMUSG00000071481.4,chr6,43169861,43163282
ENSMUSG00000043605.5,chr6,43177460,43172140
ENSMUSG00000107469.1,chr6,43187696,43187171
ENSMUSG00000048693.5,chr6,43203629,43197146
ENSMUSG00000096158.1,chr6,43210755,43210333
ENSMUSG00000059411.6,chr6,43218113,43213021
ENSMUSG00000061210.4,chr6,43236959,43231529
ENSMUSG00000108190.1,chr6,43265855,43264542
ENSMUSG00000033542.13,chr6,43289320,43265582
ENSMUSG00000107861.1,chr6,43278382,43277755
ENSMUSG00000029736.15,chr6,43309554,43303674
ENSMUSG00000029735.17,chr6,43666278,43345001
ENSMUSG00000084325.2,chr6,43375552,43373805
ENSMUSG00000107709.1,chr6,43474318,43467979
ENSMUSG00000107465.1,chr6,43767310,43766565
ENSMUSG00000107920.1,chr6,43856904,43856124
ENSMUSG00000077146.1,chr6,43887324,43887194
ENSMUSG00000107598.1,chr6,44083355,44080488
ENSMUSG00000107953.1,chr6,44667435,44667291
ENSMUSG00000107845.1,chr6,44822467,44821571
ENSMUSG00000107904.1,chr6,44966625,44965923
ENSMUSG00000039419.17,chr6,47304213,45059357
ENSMUSG00000107729.1,chr6,45074794,45073566
ENSMUSG00000107858.1,chr6,45084505,45080746
ENSMUSG00000108070.1,chr6,45137482,45135270
ENSMUSG00000107643.1,chr6,45197417,45194876
ENSMUSG00000108146.1,chr6,45207490,45203810
ENSMUSG00000107779.1,chr6,45248434,45245637
ENSMUSG00000108008.1,chr6,45302507,45301103
ENSMUSG00000107414.1,chr6,45307386,45306124
ENSMUSG00000107433.1,chr6,45328665,45326402
ENSMUSG00000108123.1,chr6,45329796,45329238
ENSMUSG00000107886.1,chr6,45415396,45413235
ENSMUSG00000108055.1,chr6,45532311,45529083
ENSMUSG00000107515.1,chr6,45904323,45901938
ENSMUSG00000089061.1,chr6,46038079,46037776
ENSMUSG00000107913.1,chr6,46043905,46041951
ENSMUSG00000107606.1,chr6,46049080,46045143
ENSMUSG00000107571.1,chr6,46051395,46049158
ENSMUSG00000107782.1,chr6,46074995,46072409
ENSMUSG00000108189.1,chr6,46079364,46076179
ENSMUSG00000107712.1,chr6,46138470,46134102
ENSMUSG00000107442.1,chr6,46416285,46413756
ENSMUSG00000089538.1,chr6,46481840,46481709
ENSMUSG00000107454.1,chr6,46489117,46486643
ENSMUSG00000079575.3,chr6,46530794,46529354
ENSMUSG00000107725.1,chr6,46638282,46637292
ENSMUSG00000107532.1,chr6,46778856,46778409
ENSMUSG00000108217.1,chr6,46789702,46785953
ENSMUSG00000107952.1,chr6,47046289,47045156
ENSMUSG00000107853.1,chr6,47433089,47432126
ENSMUSG00000029686.15,chr6,47526139,47453398
ENSMUSG00000052241.3,chr6,47454320,47453776
ENSMUSG00000029687.16,chr6,47595341,47530139
ENSMUSG00000097138.1,chr6,47551704,47546666
ENSMUSG00000107628.1,chr6,47585405,47585216
ENSMUSG00000108180.1,chr6,47636879,47635297
ENSMUSG00000087897.1,chr6,47637219,47637143
ENSMUSG00000064945.1,chr6,47781725,47781624
ENSMUSG00000097255.1,chr6,47786374,47785996
ENSMUSG00000065701.1,chr6,47788180,47788069
ENSMUSG00000025823.9,chr6,47813430,47796141
ENSMUSG00000076060.1,chr6,47803652,47803576
ENSMUSG00000094557.1,chr6,47815632,47815300
ENSMUSG00000051499.7,chr6,47830867,47819266
ENSMUSG00000062519.13,chr6,47873537,47835661
ENSMUSG00000107604.1,chr6,47848138,47847743
ENSMUSG00000025821.9,chr6,47908485,47877204
ENSMUSG00000052763.7,chr6,47932639,47920476
ENSMUSG00000072653.13,chr6,47955913,47943171
ENSMUSG00000045466.18,chr6,47965300,47953390
ENSMUSG00000107824.1,chr6,47977876,47977003
ENSMUSG00000071477.10,chr6,48048911,48024188
ENSMUSG00000108101.1,chr6,48045955,48045548
ENSMUSG00000092928.1,chr6,48048795,48048703
ENSMUSG00000057691.8,chr6,48086593,48062395
ENSMUSG00000097434.2,chr6,48159280,48130906
ENSMUSG00000092888.1,chr6,48289427,48289228
ENSMUSG00000107875.1,chr6,48395408,48374136
ENSMUSG00000108275.1,chr6,48382060,48381190
ENSMUSG00000042810.14,chr6,48419781,48395586
ENSMUSG00000093085.1,chr6,48420842,48420769
ENSMUSG00000068551.12,chr6,48445825,48427697
ENSMUSG00000029797.13,chr6,48501250,48448229
ENSMUSG00000107476.2,chr6,48534832,48504337
ENSMUSG00000095526.2,chr6,48523850,48523518
ENSMUSG00000044211.9,chr6,48525090,48524554
ENSMUSG00000097716.1,chr6,48537474,48536582
ENSMUSG00000039347.7,chr6,48541801,48537615
ENSMUSG00000073096.11,chr6,48570722,48554796
ENSMUSG00000009281.6,chr6,48572789,48569696
ENSMUSG00000052730.6,chr6,48590584,48589445
ENSMUSG00000107588.1,chr6,48613250,48589610
ENSMUSG00000052751.16,chr6,48599082,48593883
ENSMUSG00000107789.1,chr6,48619278,48593941
ENSMUSG00000007216.6,chr6,48623227,48602063
ENSMUSG00000107640.1,chr6,48622357,48613973
ENSMUSG00000053297.14,chr6,48633689,48626764
ENSMUSG00000064262.7,chr6,48660875,48647234
ENSMUSG00000108117.1,chr6,48665860,48665403
ENSMUSG00000051124.6,chr6,48679114,48676129
ENSMUSG00000054435.16,chr6,48692060,48684549
ENSMUSG00000047867.11,chr6,48708225,48701582
ENSMUSG00000098715.6,chr6,48752644,48718607
ENSMUSG00000043931.10,chr6,48724636,48718621
ENSMUSG00000044867.5,chr6,48741444,48738346
ENSMUSG00000090019.5,chr6,48743795,48739054
ENSMUSG00000043505.8,chr6,48754210,48746197
ENSMUSG00000108298.1,chr6,48755986,48754230
ENSMUSG00000107481.1,chr6,48756368,48755338
ENSMUSG00000039264.9,chr6,48770851,48764464
ENSMUSG00000108130.1,chr6,48798826,48798280
ENSMUSG00000107574.1,chr6,48820467,48819024
ENSMUSG00000029810.15,chr6,48841496,48833818
ENSMUSG00000023367.14,chr6,48847071,48840919
ENSMUSG00000107597.1,chr6,48863107,48847659
ENSMUSG00000108084.1,chr6,48866083,48860329
ENSMUSG00000029811.14,chr6,48909188,48872896
ENSMUSG00000029813.8,chr6,48933687,48929895
ENSMUSG00000089335.1,chr6,48934923,48934794
ENSMUSG00000068537.2,chr6,48940127,48939798
ENSMUSG00000107943.1,chr6,48956841,48956358
ENSMUSG00000107692.1,chr6,48964128,48962883
ENSMUSG00000068536.11,chr6,48978746,48974963
ENSMUSG00000108017.1,chr6,48982209,48981120
ENSMUSG00000107656.1,chr6,48999616,48986616
ENSMUSG00000039215.5,chr6,48991722,48986861
ENSMUSG00000107457.1,chr6,48997653,48995224
ENSMUSG00000029816.10,chr6,49070929,49036546
ENSMUSG00000107758.1,chr6,49071936,49071630
ENSMUSG00000029815.12,chr6,49086751,49073795
ENSMUSG00000107990.1,chr6,49081062,49080462
ENSMUSG00000029814.10,chr6,49214957,49085223
ENSMUSG00000107727.1,chr6,49172960,49172759
ENSMUSG00000029817.11,chr6,49264033,49243924
ENSMUSG00000107962.1,chr6,49256462,49254851
ENSMUSG00000107916.1,chr6,49287285,49286721
ENSMUSG00000050786.8,chr6,49341582,49319274
ENSMUSG00000047115.15,chr6,49390539,49367739
ENSMUSG00000023403.14,chr6,49469501,49395604
ENSMUSG00000090624.1,chr6,49424884,49424061
ENSMUSG00000108266.1,chr6,49543727,49542982
ENSMUSG00000107982.1,chr6,49727523,49727251
ENSMUSG00000029819.6,chr6,49829507,49822710
ENSMUSG00000107664.1,chr6,49858846,49858003
ENSMUSG00000108071.1,chr6,50107628,50051186
ENSMUSG00000038388.14,chr6,50198939,50110241
ENSMUSG00000029821.15,chr6,50263862,50188888
ENSMUSG00000029822.15,chr6,50456201,50293330
ENSMUSG00000077357.1,chr6,50540034,50539904
ENSMUSG00000063694.5,chr6,50566538,50562563
ENSMUSG00000085776.8,chr6,50594865,50566643
ENSMUSG00000099221.1,chr6,50572508,50572398
ENSMUSG00000029828.4,chr6,50596632,50573302
ENSMUSG00000107447.1,chr6,50600240,50599869
ENSMUSG00000107418.1,chr6,50610682,50608637
ENSMUSG00000108135.1,chr6,50618535,50617849
ENSMUSG00000107821.1,chr6,50621884,50619841
ENSMUSG00000108016.1,chr6,50626456,50625745
ENSMUSG00000107740.1,chr6,50628339,50627680
ENSMUSG00000029831.7,chr6,50654439,50650672
ENSMUSG00000107672.1,chr6,50747812,50746687
ENSMUSG00000107667.2,chr6,50815033,50776115
ENSMUSG00000107978.1,chr6,50803031,50799072
ENSMUSG00000107993.2,chr6,50878077,50846713
ENSMUSG00000107488.1,chr6,50910735,50909770
ENSMUSG00000108153.1,chr6,50967505,50967268
ENSMUSG00000065505.1,chr6,51269910,51269812
ENSMUSG00000107619.1,chr6,51287855,51283532
ENSMUSG00000097598.1,chr6,51392777,51379710
ENSMUSG00000107660.1,chr6,51392791,51379710
ENSMUSG00000108236.1,chr6,51402219,51400966
ENSMUSG00000029832.16,chr6,51458768,51432670
ENSMUSG00000004980.16,chr6,51469894,51460932
ENSMUSG00000029836.15,chr6,51483704,51470360
ENSMUSG00000038301.15,chr6,51590679,51523901
ENSMUSG00000094528.1,chr6,51621708,51621632
ENSMUSG00000108145.1,chr6,51711081,51694309
ENSMUSG00000059182.7,chr6,52012549,51857422
ENSMUSG00000108244.1,chr6,52026986,52012601
ENSMUSG00000085412.7,chr6,52113684,52102949
ENSMUSG00000081979.1,chr6,52118891,52118242
ENSMUSG00000082781.1,chr6,52132046,52131778
ENSMUSG00000029844.9,chr6,52158317,52155590
ENSMUSG00000087658.2,chr6,52162119,52156902
ENSMUSG00000098537.1,chr6,52158556,52158432
ENSMUSG00000099068.1,chr6,52161255,52161042
ENSMUSG00000098536.1,chr6,52162111,52162010
ENSMUSG00000098749.1,chr6,52162267,52162125
ENSMUSG00000014704.10,chr6,52164831,52162417
ENSMUSG00000101298.1,chr6,52213339,52163359
ENSMUSG00000056445.8,chr6,52169564,52165674
ENSMUSG00000079560.13,chr6,52213336,52169062
ENSMUSG00000087626.1,chr6,52174059,52172881
ENSMUSG00000085696.8,chr6,52215076,52175217
ENSMUSG00000056468.3,chr6,52180851,52177498
ENSMUSG00000101451.1,chr6,52189925,52183110
ENSMUSG00000000942.10,chr6,52191753,52189671
ENSMUSG00000038253.6,chr6,52204587,52201754
ENSMUSG00000043219.9,chr6,52208722,52206288
ENSMUSG00000038236.8,chr6,52221854,52214491
ENSMUSG00000038227.15,chr6,52231089,52223100
ENSMUSG00000065443.1,chr6,52230165,52230081
ENSMUSG00000000938.11,chr6,52240854,52231197
ENSMUSG00000038210.10,chr6,52245810,52242106
ENSMUSG00000086427.8,chr6,52249799,52244393
ENSMUSG00000098717.1,chr6,52246104,52246009
ENSMUSG00000098435.1,chr6,52246585,52246399
ENSMUSG00000098969.1,chr6,52246808,52246718
ENSMUSG00000098683.1,chr6,52247653,52247421
ENSMUSG00000099270.1,chr6,52248535,52248332
ENSMUSG00000099248.1,chr6,52249475,52249299
ENSMUSG00000102373.1,chr6,52257460,52256218
ENSMUSG00000038203.18,chr6,52260880,52257694
ENSMUSG00000098484.1,chr6,52261212,52261154
ENSMUSG00000099173.1,chr6,52262969,52262592
ENSMUSG00000055408.7,chr6,52267603,52262775
ENSMUSG00000099229.1,chr6,52263418,52263058
ENSMUSG00000098538.1,chr6,52266754,52266584
ENSMUSG00000107463.1,chr6,52297851,52297124
ENSMUSG00000086126.1,chr6,52314832,52308389
ENSMUSG00000005503.8,chr6,52318378,52313498
ENSMUSG00000059159.6,chr6,52346942,52346730
ENSMUSG00000084282.1,chr6,52357824,52357544
ENSMUSG00000107895.1,chr6,52500086,52492451
ENSMUSG00000108062.1,chr6,52514036,52509889
ENSMUSG00000029776.11,chr6,52640389,52546228
ENSMUSG00000107647.1,chr6,52563234,52560552
ENSMUSG00000107813.1,chr6,52603245,52599501
ENSMUSG00000064792.1,chr6,52639355,52639234
ENSMUSG00000108170.1,chr6,52713955,52713344
ENSMUSG00000004535.12,chr6,52766780,52713729
ENSMUSG00000108036.1,chr6,52722930,52722630
ENSMUSG00000063568.11,chr6,53068631,52768797
ENSMUSG00000081872.1,chr6,52843701,52843109
ENSMUSG00000089209.1,chr6,53010532,53010394
ENSMUSG00000080759.1,chr6,53046423,53045884
ENSMUSG00000108028.1,chr6,53171735,53170550
ENSMUSG00000107935.1,chr6,53224975,53221164
ENSMUSG00000053007.9,chr6,53700376,53287270
ENSMUSG00000096147.1,chr6,53434137,53433974
ENSMUSG00000108004.1,chr6,53669983,53667770
ENSMUSG00000107984.1,chr6,53778140,53777384
ENSMUSG00000043496.7,chr6,53820830,53815468
ENSMUSG00000108175.1,chr6,53868183,53818743
ENSMUSG00000108255.1,chr6,53822150,53819974
ENSMUSG00000094527.1,chr6,53872148,53872017
ENSMUSG00000052955.5,chr6,53978671,53873279
ENSMUSG00000108060.2,chr6,54018030,53978691
ENSMUSG00000004633.17,chr6,54301810,54039554
ENSMUSG00000087670.1,chr6,54150937,54146887
ENSMUSG00000080205.2,chr6,54177683,54177480
ENSMUSG00000086946.7,chr6,54279076,54245742
ENSMUSG00000073067.10,chr6,54430221,54269681
ENSMUSG00000045725.5,chr6,54330201,54325835
ENSMUSG00000086040.8,chr6,54503768,54429603
ENSMUSG00000108081.1,chr6,54473170,54463685
ENSMUSG00000019124.10,chr6,54566489,54501173
ENSMUSG00000038074.16,chr6,54597308,54577604
ENSMUSG00000005225.15,chr6,54645839,54595111
ENSMUSG00000101651.1,chr6,54681917,54680930
ENSMUSG00000038065.13,chr6,54703851,54681624
ENSMUSG00000108283.1,chr6,54694057,54693646
ENSMUSG00000058446.14,chr6,54893500,54816916
ENSMUSG00000107841.1,chr6,54905728,54902422
ENSMUSG00000038058.14,chr6,54972612,54923949
ENSMUSG00000077501.1,chr6,54974779,54974651
ENSMUSG00000002797.9,chr6,54992950,54982580
ENSMUSG00000029777.10,chr6,55079500,55038007
ENSMUSG00000003476.16,chr6,55133016,55090049
ENSMUSG00000108285.1,chr6,55167210,55154459
ENSMUSG00000003477.5,chr6,55175043,55170626
ENSMUSG00000038022.11,chr6,55320222,55203383
ENSMUSG00000107766.1,chr6,55307886,55296262
ENSMUSG00000093878.1,chr6,55308905,55308805
ENSMUSG00000004655.5,chr6,55348555,55336432
ENSMUSG00000004654.6,chr6,55388530,55376295
ENSMUSG00000108228.2,chr6,55412285,55396887
ENSMUSG00000029778.12,chr6,55501451,55451978
ENSMUSG00000104746.1,chr6,55533615,55533506
ENSMUSG00000037984.9,chr6,55681263,55677822
ENSMUSG00000108063.1,chr6,55694574,55684571
ENSMUSG00000037973.6,chr6,55978735,55836895
ENSMUSG00000002930.6,chr6,56032689,56017497
ENSMUSG00000004347.16,chr6,56569103,56069804
ENSMUSG00000106152.1,chr6,56173031,56172928
ENSMUSG00000107494.1,chr6,56652487,56581203
ENSMUSG00000096087.1,chr6,56583846,56583715
ENSMUSG00000077682.1,chr6,56600949,56600818
ENSMUSG00000091625.8,chr6,56704710,56701063
ENSMUSG00000029787.10,chr6,56761912,56714899
ENSMUSG00000059486.11,chr6,56797813,56777524
ENSMUSG00000108080.1,chr6,56799197,56797591
ENSMUSG00000029781.7,chr6,56879358,56832059
ENSMUSG00000029780.14,chr6,56923932,56882400
ENSMUSG00000108260.1,chr6,56906582,56905911
ENSMUSG00000071893.7,chr6,56958100,56924015
ENSMUSG00000108021.1,chr6,56944824,56941841
ENSMUSG00000090346.2,chr6,56988390,56970273
ENSMUSG00000115701.1,chr6,57009825,56997243
ENSMUSG00000093696.1,chr6,57025324,57024106
ENSMUSG00000061208.6,chr6,57037391,57032284
ENSMUSG00000091541.2,chr6,57074906,57066787
ENSMUSG00000115181.1,chr6,57115035,57109454
ENSMUSG00000115236.1,chr6,57139617,57133455
ENSMUSG00000057981.5,chr6,57165329,57156919
ENSMUSG00000093728.1,chr6,57189344,57188507
