"gene_id","chromosome","end","start","Cpg_number","Gene_length","gene_name","var_dim"
"ENSMUSG00000013539.14","chr16",18348103,18300824,"477",47280,"Tango2","genebody"
"ENSMUSG00000013562.12","chr17",31559113,31557125,"32",1989,"RP23-106N22.1","genebody"
"ENSMUSG00000013584.5","chr9",71296243,71215788,"740",80456,"Aldh1a2","genebody"
"ENSMUSG00000013593.12","chr1",171251388,171234852,"305",16537,"Ndufs2","genebody"
"ENSMUSG00000013611.14","chr15",36555573,36504061,"544",51513,"Snx31","genebody"
"ENSMUSG00000013622.15","chr5",31054623,31048311,"101",6313,"Atraid","genebody"
"ENSMUSG00000013629.16","chr5",31078479,31054779,"529",23701,"Cad","genebody"
"ENSMUSG00000013643.13","chr11",58390728,58379042,"140",11687,"Lypd8","genebody"
"ENSMUSG00000013646.17","chr11",58347728,58330723,"211",17006,"Sh3bp5l","genebody"
"ENSMUSG00000013653.2","chr11",58426024,58421110,"63",4915,"RP23-465K20.5","genebody"
"ENSMUSG00000013662.5","chr19",32712298,32672562,"375",39737,"Atad1","genebody"
"ENSMUSG00000013663.7","chr19",32826160,32757496,"583",68665,"Pten","genebody"
"ENSMUSG00000013668.9","chr7",131146314,131137712,"70",8603,"RP23-20O47.1","genebody"
"ENSMUSG00000013698.12","chr1",172206804,172196727,"147",10078,"Pea15a","genebody"
"ENSMUSG00000013701.13","chr14",32201898,32180161,"213",21738,"Timm23","genebody"
"ENSMUSG00000013707.3","chr3",95142360,95139520,"71",2841,"Tnfaip8l2","genebody"
"ENSMUSG00000013736.16","chr6",106782474,106769119,"133",13356,"Trnt1","genebody"
"ENSMUSG00000013766.11","chr17",35078804,35076901,"36",1904,"Ly6g6e","genebody"
"ENSMUSG00000013787.15","chr17",34914052,34898468,"413",15585,"Ehmt2","genebody"
"ENSMUSG00000013822.7","chr9",22117172,22112988,"95",4185,"Elof1","genebody"
"ENSMUSG00000013833.15","chr10",79908923,79894707,"319",14217,"Med16","genebody"
"ENSMUSG00000013846.10","chr15",67176830,67102874,"780",73957,"St3gal1","genebody"
"ENSMUSG00000013858.14","chr10",79984330,79974947,"357",9384,"Tmem259","genebody"
"ENSMUSG00000013878.18","chr8",26151790,26119367,"310",32424,"Rnf170","genebody"
"ENSMUSG00000013921.15","chr7",30308367,30291727,"280",16641,"Clip3","genebody"
"ENSMUSG00000013928.13","chr7",30290237,30280093,"170",10145,"Thap8","genebody"
"ENSMUSG00000013936.12","chr5",122113472,122100950,"201",12523,"Myl2","genebody"
"ENSMUSG00000013973.12","chr1",171342331,171329144,"229",13188,"Dedd","genebody"
"ENSMUSG00000013974.3","chr8",3669259,3665753,"52",3507,"Mcemp1","genebody"
"ENSMUSG00000013997.10","chr1",171345646,171338007,"122",7640,"Nit1","genebody"
"ENSMUSG00000014030.15","chr4",44710487,44524756,"2540",185732,"Pax5","genebody"
"ENSMUSG00000014039.18","chr16",97851850,97791466,"593",60385,"Prdm15","genebody"
"ENSMUSG00000014074.17","chr16",32301434,32277458,"232",23977,"Rnf168","genebody"
"ENSMUSG00000014075.15","chr16",32429099,32419701,"103",9399,"Tctex1d2","genebody"
"ENSMUSG00000014077.13","chr2",119587027,119547696,"338",39332,"Chp1","genebody"
"ENSMUSG00000014104.12","chr6",41864413,41852988,"34",11426,"Sval2","genebody"
"ENSMUSG00000014158.12","chr5",114658421,114622151,"727",36271,"Trpv4","genebody"
"ENSMUSG00000014164.15","chr13",58113592,58000227,"1738",113366,"Klhl3","genebody"
"ENSMUSG00000014177.10","chr11",62916780,62879454,"431",37327,"Tvp23b","genebody"
"ENSMUSG00000014195.15","chr11",100620168,100582817,"525",37352,"Dnajc7","genebody"
"ENSMUSG00000014198.15","chr11",100692455,100627542,"935",64914,"Zfp385c","genebody"
"ENSMUSG00000014226.10","chr1",160212875,160202366,"151",10510,"Cacybp","genebody"
"ENSMUSG00000014232.14","chr16",3941147,3908800,"352",32348,"Cluap1","genebody"
"ENSMUSG00000014243.5","chr11",62281375,62267223,"200",14153,"Zswim7","genebody"
"ENSMUSG00000014245.8","chr11",62514417,62458459,"519",55959,"Pigl","genebody"
"ENSMUSG00000014294.4","chr18",36744557,36742331,"52",2227,"Ndufa2","genebody"
"ENSMUSG00000014301.13","chr16",4624988,4616463,"134",8526,"Pam16","genebody"
"ENSMUSG00000014303.13","chr16",4624924,4594712,"436",30213,"Glis2","genebody"
"ENSMUSG00000014313.15","chr15",35938246,35925885,"146",12362,"Cox6c","genebody"
"ENSMUSG00000014329.14","chr10",71159700,70922831,"2872",236870,"Bicc1","genebody"
"ENSMUSG00000014349.7","chr11",96065388,96047431,"238",17958,"Ube2z","genebody"
"ENSMUSG00000014351.12","chr11",96030831,96024544,"64",6288,"Gip","genebody"
"ENSMUSG00000014353.14","chr2",128854261,128818117,"353",36145,"Tmem87b","genebody"
"ENSMUSG00000014355.10","chr2",128687391,128610103,"674",77289,"Anapc1","genebody"
"ENSMUSG00000014361.5","chr2",128802894,128698955,"974",103940,"Mertk","genebody"
"ENSMUSG00000014402.15","chr7",46919969,46888948,"307",31022,"Tsg101","genebody"
"ENSMUSG00000014418.16","chr7",46796064,46760465,"440",35600,"Hps5","genebody"
"ENSMUSG00000014426.8","chr17",12318660,12227620,"1567",91041,"Map3k4","genebody"
"ENSMUSG00000014444.17","chr8",122551329,122481697,"1284",69633,"Piezo1","genebody"
"ENSMUSG00000014453.4","chr14",63417037,63372835,"483",44203,"Blk","genebody"
"ENSMUSG00000014470.4","chr8",122476064,122466146,"221",9919,"Rnf166","genebody"
"ENSMUSG00000014496.8","chr14",31830651,31698767,"936",131885,"Ankrd28","genebody"
"ENSMUSG00000014498.9","chr10",128408704,128377114,"519",31591,"Ankrd52","genebody"
"ENSMUSG00000014503.14","chr18",34442789,34409422,"450",33368,"Pkd2l2","genebody"
"ENSMUSG00000014504.16","chr18",34336599,34330846,"132",5754,"Srp19","genebody"
"ENSMUSG00000014529.9","chr5",3680325,3651180,"289",29146,"Tmbim7","genebody"
"ENSMUSG00000014542.3","chr6",83656187,83644541,"102",11647,"Clec4f","genebody"
"ENSMUSG00000014543.14","chr6",129876672,129831153,"360",45520,"Klra17","genebody"
"ENSMUSG00000014547.10","chr14",62961509,62837677,"1158",123833,"Wdfy2","genebody"
"ENSMUSG00000014550.14","chr6",92214925,92186711,"285",28215,"Rbsn","genebody"
"ENSMUSG00000014551.8","chr6",92184033,92169524,"130",14510,"Mrps25","genebody"
"ENSMUSG00000014554.13","chr6",83506969,83480216,"322",26754,"Dguok","genebody"
"ENSMUSG00000014592.20","chr4",151861876,150917321,"13614",944556,"Camta1","genebody"
"ENSMUSG00000014599.10","chr3",107760469,107741047,"213",19423,"Csf1","genebody"
"ENSMUSG00000014601.13","chr3",107631694,107612531,"291",19164,"Strip1","genebody"
"ENSMUSG00000014602.15","chr1",93101951,93015463,"1089",86489,"Kif1a","genebody"
"ENSMUSG00000014603.2","chr3",107605776,107595030,"284",10747,"Alx3","genebody"
"ENSMUSG00000014606.14","chr11",70647479,70644195,"90",3285,"Slc25a11","genebody"
"ENSMUSG00000014609.16","chr11",70619216,70614882,"115",4335,"Chrne","genebody"
"ENSMUSG00000014633.15","chr8",116921455,116888684,"559",32772,"Cmc2","genebody"
"ENSMUSG00000014668.15","chr5",110171972,110135841,"328",36132,"Chfr","genebody"
"ENSMUSG00000014686.8","chr7",19861299,19852096,"169",9204,"Ceacam16","genebody"
"ENSMUSG00000014704.10","chr6",52164831,52162416,"81",2416,"Hoxa2","genebody"
"ENSMUSG00000014725.16","chr14",68655842,68606026,"278",49817,"Adam28","genebody"
"ENSMUSG00000014747.6","chr6",83768326,83762643,"103",5684,"Ankrd53","genebody"
"ENSMUSG00000014748.13","chr6",83775813,83768884,"131",6930,"Tex261","genebody"
"ENSMUSG00000014763.8","chr17",15433583,15396201,"477",37383,"Fam120b","genebody"
"ENSMUSG00000014767.17","chr17",15528379,15499887,"334",28493,"Tbp","genebody"
"ENSMUSG00000014769.10","chr17",15499751,15475020,"272",24732,"Psmb1","genebody"
"ENSMUSG00000014771.13","chr17",15527301,15519207,"115",8095,"Pdcd2","genebody"
"ENSMUSG00000014773.13","chr17",15376872,15367353,"299",9520,"Dll1","genebody"
"ENSMUSG00000014776.7","chr8",105281939,105276139,"132",5801,"Nol3","genebody"
"ENSMUSG00000014778.10","chr8",105347953,105329162,"375",18792,"Fhod1","genebody"
"ENSMUSG00000014782.16","chr8",105382862,105373273,"227",9590,"Plekhg4","genebody"
"ENSMUSG00000014786.8","chr8",105369881,105348842,"404",21040,"Slc9a5","genebody"
"ENSMUSG00000014791.10","chr8",105310760,105305600,"105",5161,"Elmo3","genebody"
"ENSMUSG00000014813.9","chr14",69041804,69029237,"136",12568,"Stc1","genebody"
"ENSMUSG00000014837.15","chr8",105289864,105280408,"195",9457,"RP23-127B8.5","genebody"
"ENSMUSG00000014846.12","chr8",105471526,105467492,"88",4035,"Tppp3","genebody"
"ENSMUSG00000014850.15","chr13",92355003,92211871,"1440",143133,"Msh3","genebody"
"ENSMUSG00000014852.16","chr2",27009628,26973415,"473",36214,"Adamts13","genebody"
"ENSMUSG00000014856.12","chr8",105335219,105326353,"208",8867,"Tmem208","genebody"
"ENSMUSG00000014859.9","chr8",105305370,105297662,"134",7709,"E2f4","genebody"
"ENSMUSG00000014867.9","chr2",26933928,26920039,"213",13890,"Surf4","genebody"
"ENSMUSG00000014873.15","chr2",26920183,26916366,"58",3818,"Surf2","genebody"
"ENSMUSG00000014905.4","chr12",44210326,44205558,"123",4769,"Dnajb9","genebody"
"ENSMUSG00000014907.10","chr8",66890564,66860216,"298",30349,"Naf1","genebody"
"ENSMUSG00000014932.15","chr5",32687057,32611170,"508",75888,"Yes1","genebody"
"ENSMUSG00000014956.15","chr5",32517433,32458842,"491",58592,"Ppp1cb","genebody"
"ENSMUSG00000014959.12","chr2",70712636,70661575,"640",51062,"Gorasp2","genebody"
"ENSMUSG00000014980.14","chr1",152386688,152370734,"204",15955,"Tsen15","genebody"
"ENSMUSG00000015001.17","chr15",65912397,65876052,"216",36346,"Oc90","genebody"
"ENSMUSG00000015002.18","chr15",65873816,65787033,"705",86784,"Efr3a","genebody"
"ENSMUSG00000015013.9","chr8",122616660,122611639,"111",5022,"Trappc2l","genebody"
"ENSMUSG00000015016.8","chr8",122817880,122775485,"607",42396,"Acsf3","genebody"
"ENSMUSG00000015023.7","chr8",110997800,110974995,"275",22806,"Ddx19a","genebody"
"ENSMUSG00000015027.11","chr8",122611463,122578241,"541",33223,"Galns","genebody"
"ENSMUSG00000015053.14","chr6",88207032,88193890,"514",13143,"Gata2","genebody"
"ENSMUSG00000015083.11","chr2",25501719,25498650,"77",3070,"C8g","genebody"
"ENSMUSG00000015085.8","chr2",25401321,25395873,"129",5449,"Entpd2","genebody"
"ENSMUSG00000015087.14","chr2",25608521,25583017,"299",25505,"Rabl6","genebody"
"ENSMUSG00000015090.13","chr2",25470046,25466708,"47",3339,"Ptgds","genebody"
"ENSMUSG00000015092.9","chr2",25562082,25557846,"106",4237,"Edf1","genebody"
"ENSMUSG00000015093.15","chr2",25458776,25456837,"38",1940,"Clic3","genebody"
"ENSMUSG00000015094.16","chr2",25409494,25399350,"225",10145,"Npdc1","genebody"
"ENSMUSG00000015095.12","chr2",25505471,25500749,"110",4723,"Fbxw5","genebody"
"ENSMUSG00000015112.15","chr6",6217173,6041217,"2017",175957,"Slc25a13","genebody"
"ENSMUSG00000015120.15","chr17",25274622,25261915,"260",12708,"Ube2i","genebody"
"ENSMUSG00000015126.9","chr17",25242798,25240169,"78",2630,"Tsr3","genebody"
"ENSMUSG00000015127.14","chr17",25234443,25188396,"717",46048,"Unkl","genebody"
"ENSMUSG00000015133.17","chr7",66388350,66226911,"1967",161440,"Lrrk1","genebody"
"ENSMUSG00000015134.15","chr7",66427517,66390889,"512",36629,"Aldh1a3","genebody"
"ENSMUSG00000015143.15","chr12",80260371,80167546,"1203",92826,"Actn1","genebody"
"ENSMUSG00000015149.14","chr7",28788661,28766734,"322",21928,"Sirt2","genebody"
"ENSMUSG00000015165.16","chr7",28822266,28808540,"384",13727,"Hnrnpl","genebody"
"ENSMUSG00000015176.10","chr19",46085530,46075862,"177",9669,"Nolc1","genebody"
"ENSMUSG00000015189.12","chr6",4643355,4600838,"523",42518,"Casd1","genebody"
"ENSMUSG00000015202.13","chr10",7212237,7119062,"1197",93176,"Cnksr3","genebody"
"ENSMUSG00000015222.17","chr1",66442583,66175272,"1683",267312,"Map2","genebody"
"ENSMUSG00000015224.10","chr4",96591578,96568428,"119",23151,"Cyp2j9","genebody"
"ENSMUSG00000015242.14","chr4",53001162,52989271,"80",11892,"Nipsnap3a","genebody"
"ENSMUSG00000015243.4","chr4",53159895,53030786,"1526",129110,"Abca1","genebody"
"ENSMUSG00000015247.10","chr4",53022060,53011879,"121",10182,"Nipsnap3b","genebody"
"ENSMUSG00000015305.6","chr10",8886070,8722218,"2463",163853,"Sash1","genebody"
"ENSMUSG00000015312.9","chr10",80932204,80930072,"105",2133,"Gadd45b","genebody"
"ENSMUSG00000015314.10","chr1",171953170,171917514,"275",35657,"Slamf6","genebody"
"ENSMUSG00000015316.11","chr1",171801184,171767126,"296",34059,"Slamf1","genebody"
"ENSMUSG00000015335.16","chr2",30093648,30090943,"73",2706,"Zdhhc12","genebody"
"ENSMUSG00000015337.5","chr2",30174069,30171492,"132",2578,"Endog","genebody"
"ENSMUSG00000015341.17","chr8",23257074,23241345,"238",15730,"Golga7","genebody"
"ENSMUSG00000015354.8","chr9",95698096,95637600,"796",60497,"Pcolce2","genebody"
"ENSMUSG00000015355.13","chr1",171705258,171682008,"134",23251,"Cd48","genebody"
"ENSMUSG00000015357.10","chr9",65330658,65294259,"356",36400,"Clpx","genebody"
"ENSMUSG00000015363.13","chr15",89087077,89075123,"252",11955,"Trabd","genebody"
"ENSMUSG00000015365.15","chr15",89055152,88982908,"766",72245,"Mov10l1","genebody"
"ENSMUSG00000015377.10","chr15",89196496,89182212,"213",14285,"Dennd6b","genebody"
"ENSMUSG00000015396.4","chr13",43803132,43784774,"257",18359,"Cd83","genebody"
"ENSMUSG00000015437.5","chr14",56262260,56258837,"31",3424,"Gzmb","genebody"
"ENSMUSG00000015441.4","chr14",56211417,56205262,"35",6156,"Gzmf","genebody"
"ENSMUSG00000015443.9","chr14",56174599,56165796,"74",8804,"Gzmn","genebody"
"ENSMUSG00000015451.16","chr17",34823464,34809091,"231",14374,"C4a","genebody"
"ENSMUSG00000015452.14","chr17",34600936,34597861,"57",3076,"Ager","genebody"
"ENSMUSG00000015461.15","chr17",34655074,34647145,"217",7930,"Atf6b","genebody"
"ENSMUSG00000015467.14","chr17",34615971,34613348,"46",2624,"Egfl8","genebody"
"ENSMUSG00000015468.14","chr17",34588503,34564267,"453",24237,"Notch4","genebody"
"ENSMUSG00000015474.16","chr17",34628510,34616661,"237",11850,"Ppt2","genebody"
"ENSMUSG00000015476.6","chr17",34633126,34629532,"145",3595,"Prrt1","genebody"
"ENSMUSG00000015478.13","chr17",34603690,34601090,"58",2601,"Rnf5","genebody"
"ENSMUSG00000015484.3","chr1",156205026,156075965,"865",129062,"Fam163a","genebody"
"ENSMUSG00000015488.14","chr2",27021089,27009925,"162",11165,"Cacfd1","genebody"
"ENSMUSG00000015501.10","chr10",14151374,13966074,"2003",185301,"Hivep2","genebody"
"ENSMUSG00000015519.12","chr10",28986303,28972287,"45",14017,"RP23-262P15.1","genebody"
"ENSMUSG00000015522.18","chr3",95497240,95434387,"508",62854,"Arnt","genebody"
"ENSMUSG00000015533.9","chr13",114932100,114833080,"924",99021,"Itga2","genebody"
"ENSMUSG00000015536.14","chr13",114832275,114818235,"194",14041,"Mocs2","genebody"
"ENSMUSG00000015542.17","chr11",115187859,115182831,"120",5029,"Nat9","genebody"
"ENSMUSG00000015568.16","chr8",68907448,68880490,"252",26959,"Lpl","genebody"
"ENSMUSG00000015575.14","chr17",26699644,26676395,"309",23250,"Atp6v0e","genebody"
"ENSMUSG00000015579.4","chr17",26841565,26838663,"187",2903,"Nkx2-5","genebody"
"ENSMUSG00000015597.16","chr17",46420920,46383730,"397",37191,"Zfp318","genebody"
"ENSMUSG00000015599.9","chr17",46487675,46442447,"921",45229,"Ttbk1","genebody"
"ENSMUSG00000015605.5","chr17",46556162,46546838,"298",9325,"Srf","genebody"
"ENSMUSG00000015619.10","chr2",9890034,9857077,"761",32958,"Gata3","genebody"
"ENSMUSG00000015627.5","chr2",180334699,180325132,"172",9568,"Gata5","genebody"
"ENSMUSG00000015647.9","chr2",180225859,180176372,"992",49488,"Lama5","genebody"
"ENSMUSG00000015652.9","chr5",5749326,5736316,"190",13011,"Steap1","genebody"
"ENSMUSG00000015653.13","chr5",5694578,5664828,"346",29751,"Steap2","genebody"
"ENSMUSG00000015656.17","chr9",40810087,40800983,"185",9105,"Hspa8","genebody"
"ENSMUSG00000015659.12","chr17",6079741,6042195,"555",37547,"Serac1","genebody"
"ENSMUSG00000015671.11","chr13",14674236,14613239,"406",60998,"Psma2","genebody"
"ENSMUSG00000015672.4","chr13",14613165,14608183,"67",4983,"Mrpl32","genebody"
"ENSMUSG00000015697.14","chr3",95357202,95323524,"305",33679,"Setdb1","genebody"
"ENSMUSG00000015702.13","chr3",95307176,95296095,"119",11082,"Anxa9","genebody"
"ENSMUSG00000015709.9","chr7",84410176,84246277,"1335",163900,"Arnt2","genebody"
"ENSMUSG00000015711.8","chr3",95282076,95253673,"396",28404,"Prune","genebody"
"ENSMUSG00000015714.11","chr3",95323599,95314790,"178",8810,"Cers2","genebody"
"ENSMUSG00000015721.18","chr7",23441922,23385888,"378",56035,"Nlrp5","genebody"
"ENSMUSG00000015733.13","chr6",17666972,17636233,"275",30740,"Capza2","genebody"
"ENSMUSG00000015745.9","chr3",95996001,95988428,"199",7574,"Plekho1","genebody"
"ENSMUSG00000015747.5","chr3",96058466,95999831,"582",58636,"Vps45","genebody"
"ENSMUSG00000015748.13","chr3",95855885,95830123,"256",25763,"Prpf3","genebody"
"ENSMUSG00000015749.12","chr3",95947390,95929245,"400",18146,"Anp32e","genebody"
"ENSMUSG00000015750.15","chr3",95898288,95893968,"102",4321,"Aph1a","genebody"
"ENSMUSG00000015755.16","chr10",7956230,7905652,"518",50579,"Tab2","genebody"
"ENSMUSG00000015757.10","chr10",7823135,7792890,"267",30246,"Ppil4","genebody"
"ENSMUSG00000015759.11","chr14",46788411,46775566,"244",12846,"Cnih1","genebody"
"ENSMUSG00000015766.14","chr6",137654876,137477244,"2181",177633,"Eps8","genebody"
"ENSMUSG00000015776.12","chr2",26910677,26905261,"112",5417,"Med22","genebody"
"ENSMUSG00000015787.15","chr2",26864979,26842502,"181",22478,"Abo","genebody"
"ENSMUSG00000015790.16","chr2",26916530,26913380,"80",3151,"Surf1","genebody"
"ENSMUSG00000015804.14","chr5",45529276,45520228,"135",9049,"Med28","genebody"
"ENSMUSG00000015806.12","chr5",45450236,45434020,"194",16217,"Qdpr","genebody"
"ENSMUSG00000015812.8","chr14",67749439,67745180,"44",4260,"Gnrh1","genebody"
"ENSMUSG00000015829.13","chr1",159931729,159523768,"2970",407962,"Tnr","genebody"
"ENSMUSG00000015837.15","chr11",50210827,50199365,"193",11463,"Sqstm1","genebody"
"ENSMUSG00000015839.6","chr2",75704641,75675512,"411",29130,"Nfe2l2","genebody"
"ENSMUSG00000015843.10","chr1",167639623,167598383,"595",41241,"Rxrg","genebody"
"ENSMUSG00000015846.14","chr2",27762957,27676439,"1169",86519,"Rxra","genebody"
"ENSMUSG00000015850.11","chr3",95687917,95676200,"219",11718,"Adamtsl4","genebody"
"ENSMUSG00000015852.13","chr3",87263738,87250757,"134",12982,"Fcrls","genebody"
"ENSMUSG00000015854.7","chr3",87371073,87357880,"123",13194,"Cd5l","genebody"
"ENSMUSG00000015869.16","chr11",116494202,116470844,"487",23359,"Prpsap1","genebody"
"ENSMUSG00000015879.8","chr5",45639614,45529704,"809",109911,"Fam184b","genebody"
"ENSMUSG00000015880.13","chr5",45700546,45669918,"193",30629,"Ncapg","genebody"
"ENSMUSG00000015882.17","chr5",45857615,45697180,"1174",160436,"Lcorl","genebody"
"ENSMUSG00000015889.8","chr10",93484875,93453410,"514",31466,"Lta4h","genebody"
"ENSMUSG00000015890.2","chr10",93540033,93523337,"242",16697,"Amdhd1","genebody"
"ENSMUSG00000015932.8","chr2",143943324,143915319,"319",28006,"Dstn","genebody"
"ENSMUSG00000015937.15","chr13",56136361,56073618,"1143",62744,"H2afy","genebody"
"ENSMUSG00000015942.9","chr5",134224355,134184018,"706",40338,"Gtf2ird2","genebody"
"ENSMUSG00000015943.11","chr3",96219709,96196587,"312",23123,"Bola1","genebody"
"ENSMUSG00000015944.9","chr5",134144343,134099710,"623",44634,"Gatsl2","genebody"
"ENSMUSG00000015947.10","chr3",96293969,96282908,"141",11062,"Fcgr1","genebody"
"ENSMUSG00000015950.13","chr5",134229625,134220052,"192",9574,"Ncf1","genebody"
"ENSMUSG00000015957.12","chr7",98855195,98835111,"465",20085,"Wnt11","genebody"
"ENSMUSG00000015961.8","chr1",177796511,177762961,"295",33551,"Adss","genebody"
"ENSMUSG00000015962.5","chr1",177753324,177729813,"168",23512,"AC115818.1","genebody"
"ENSMUSG00000015966.17","chr14",30008896,29996134,"180",12763,"Il17rb","genebody"
"ENSMUSG00000015968.17","chr14",30491455,30039938,"4916",451518,"Cacna1d","genebody"
"ENSMUSG00000015970.19","chr14",30040527,30009022,"475",31506,"Chdh","genebody"
"ENSMUSG00000015971.5","chr14",30006354,29978336,"476",28019,"Actr8","genebody"
"ENSMUSG00000015980.14","chr7",139242979,139212987,"393",29993,"Lrrc27","genebody"
"ENSMUSG00000015981.12","chr7",139213307,139103637,"1305",109671,"Stk32c","genebody"
"ENSMUSG00000015994.10","chr8",26015650,25998721,"254",16930,"Fnta","genebody"
"ENSMUSG00000016018.4","chr13",112927398,112867417,"673",59982,"Skiv2l2","genebody"
"ENSMUSG00000016024.9","chr2",158332852,158306492,"289",26361,"Lbp","genebody"
"ENSMUSG00000016028.10","chr15",86033777,85898928,"2173",134850,"Celsr1","genebody"
"ENSMUSG00000016087.13","chr9",32542861,32422203,"1387",120659,"Fli1","genebody"
"ENSMUSG00000016128.14","chr5",151233836,151037509,"1898",196328,"Stard13","genebody"
